hip,name,ra_deg,dec_deg,dist_pc,spec_type,gal_lat,exoplanet,bl_paper
73695,HIP73695,225.947083,47.653889,12.7000,G2V+G,57.0661,0,E17
73850,HIP73850,226.391250,-30.550833,31.8000,F6V,24.0234,0,E17
73996,HIP73996,226.825417,24.869167,19.7000,F5V,59.4793,0,E17
74190,HIP74190,227.398333,3.166667,14.4000,M:,49.2171,0,E17
74273,HIP74273,227.686250,-61.422222,24.1000,G3IV,-2.9210,1,E17
74395,HIP74395,228.071250,-52.099167,35.6000,G8III,4.9839,0,E17
74537,HIP74537,228.462083,-1.351389,17.3000,K0V,45.4527,0,E17
74666,HIP74666,228.875833,33.314722,35.7000,G8III,58.4311,0,E17
74689,HIP74689,228.954583,0.371944,49.5000,A4V,46.2274,0,E17
74702,HIP74702,228.996667,0.796111,15.5000,K0,46.4711,0,E17
74824,HIP74824,229.378333,-58.801111,29.6000,A3V,-1.1191,0,E17
74926,HIP74926,229.664583,-18.626389,26.2000,---,31.9805,0,E17
74981,HIP74981,229.838333,29.206111,28.6000,K7,57.4675,1,E17
74995,HIP74995,229.861667,-7.722222,6.2600,M5,40.0188,1,E17
75101,HIP75101,230.195833,-2.413056,36.9000,K0V,43.4557,0,E17
75181,HIP75181,230.450417,-48.317500,14.5000,G2V,7.3784,1,E17
75201,HIP75201,230.517083,-4.777222,18.8000,K7V,41.6179,0,E17
75253,HIP75253,230.652917,10.661111,21.8000,K2V,50.8511,0,E17
75266,HIP75266,230.677083,1.418611,25.4000,K3V,45.5723,0,E17
75277,HIP75277,230.695000,18.918889,20.1000,K0,54.3667,0,E17
75312,HIP75312,230.801250,30.287778,18.6000,G2V,56.7248,0,E17
75458,HIP75458,231.232500,58.965833,31.3000,K2III,48.6279,1,E17
75542,HIP75542,231.493750,-26.705556,24.4000,K3/K4V,24.5905,0,E17
75718,HIP75718,232.040000,-9.348056,19.8000,K2V,37.3480,0,E17
75722,HIP75722,232.050833,-9.357778,20.8000,K2V,37.3336,0,E17
75761,HIP75761,232.159167,1.841944,37.4000,A8IV,44.6692,0,E17
75809,HIP75809,232.296667,80.448333,22.0000,G8IV-V+,34.3135,0,E17
75829,HIP75829,232.348333,80.450000,21.7000,G5,34.3064,0,E17
76074,HIP76074,233.053750,-41.275556,5.9300,M0,12.1292,0,E17
76219,HIP76219,233.544583,10.064444,28.9000,K1IV,48.0889,0,E17
76233,HIP76233,233.586667,-5.695000,25.1000,F7V,38.7466,0,E17
76267,HIP76267,233.672083,26.714444,22.9000,A0V,53.7722,0,E17
76315,HIP76315,233.833333,60.086944,19.0000,K5,46.9141,0,E17
76375,HIP76375,233.985833,39.831111,22.2000,K3V,53.7931,0,E17
76568,HIP76568,234.567500,46.797500,35.7000,F2V,51.9274,0,E17
76602,HIP76602,234.666667,-8.794722,22.6000,F6IV-V,35.8647,0,E17
76603,HIP76603,234.667083,-8.791389,24.8000,F6V,35.8667,0,E17
76779,HIP76779,235.144167,-18.048889,15.7000,K5V,28.9959,0,E17
76829,HIP76829,235.297500,-44.661111,17.5000,F5IV-V,8.4336,0,E17
76832,HIP76832,235.319167,75.992778,13.0000,M4,36.9666,0,E17
76952,HIP76952,235.685833,26.295556,44.4000,A1Vs,51.9237,0,E17
77052,HIP77052,236.007500,2.515000,14.6000,G5V,41.9675,0,E17
77060,HIP77060,236.018333,-15.672778,45.0000,A6IV,30.1253,0,E17
77070,HIP77070,236.067083,6.425556,22.4000,K2III,44.0788,0,E17
77233,HIP77233,236.547083,15.421667,46.9000,A3V,47.8721,0,E17
77257,HIP77257,236.610833,7.353056,11.7000,G0Vvar,44.1031,1,E17
77349,HIP77349,236.852500,10.896389,15.5000,K:...,45.6376,0,E17
77358,HIP77358,236.871250,-37.916111,15.2000,G6IV,12.9887,1,E17
77408,HIP77408,237.039583,1.571667,21.3000,G8V,40.5811,0,E17
77409,HIP77409,237.041667,74.413889,26.3000,K5,37.6402,0,E17
77464,HIP77464,237.236667,-3.818333,49.1000,A5IV,37.1815,0,E17
77516,HIP77516,237.405000,-3.430000,47.7000,A0V,37.2916,0,E17
77574,HIP77574,237.567917,-45.401667,44.9000,F0V,6.8589,0,E17
77622,HIP77622,237.704167,4.477500,21.5000,A2m,41.6587,0,E17
77655,HIP77655,237.807917,35.657222,31.1000,K0III-I,51.0414,1,E17
77660,HIP77660,237.815000,-3.090278,48.8000,A3Vn,37.1790,0,E17
77725,HIP77725,238.034167,10.874444,22.5000,M2,44.6000,0,E17
77760,HIP77760,238.168750,42.451389,15.8000,F9V,50.3181,0,E17
77801,HIP77801,238.300417,13.196389,17.4000,G0IV,45.4029,0,E17
77908,HIP77908,238.660000,-26.004167,25.3000,K5V,20.9608,0,E17
77952,HIP77952,238.785833,-63.430556,12.3000,F2III,-7.5236,0,E17
78072,HIP78072,239.113333,15.661389,11.1000,F6V,45.6958,0,E17
78170,HIP78170,239.419583,-42.624167,14.6000,K5V,8.1343,0,E17
78180,HIP78180,239.447500,54.749722,33.8000,F0IV,46.5004,0,E17
78241,HIP78241,239.633333,27.739722,26.0000,K0V,48.7398,0,E17
78286,HIP78286,239.768333,49.880833,49.0000,F0IV,47.7723,0,E17
78353,HIP78353,239.972500,-8.253056,13.9000,M0,32.2733,0,E17
78459,HIP78459,240.261250,33.303333,17.4000,G2V,48.9234,1,E17
78662,HIP78662,240.883750,-57.775000,42.9000,A7IV,-3.9184,0,E17
78709,HIP78709,241.015417,25.254722,21.4000,G8V,47.0132,0,E17
78734,HIP78734,241.096667,-33.060833,23.2000,---,14.3620,0,E17
78775,HIP78775,241.236667,39.156389,14.3000,G8V,48.2726,0,E17
78843,HIP78843,241.418750,-20.450000,18.5000,K3/K4V,23.1161,0,E17
78914,HIP78914,241.622500,-45.173056,37.8000,Am,5.1736,0,E17
78913,HIP78913,241.623333,38.632222,23.4000,K3V,47.9834,0,E17
79119,HIP79119,242.242917,36.490833,34.6000,K0III-I,47.4733,0,E17
79137,HIP79137,242.296667,6.378611,30.4000,K1+...,38.7423,0,E17
79190,HIP79190,242.428333,-56.445000,14.3000,K3V,-3.4951,0,E17
79248,HIP79248,242.601250,43.817500,18.1000,K0V,46.9450,1,E17
79492,HIP79492,243.326667,13.526667,24.3000,G8V,41.1045,0,E17
79537,HIP79537,243.452500,-57.570278,13.7000,K0V,-4.6973,0,E17
79578,HIP79578,243.549583,-31.663611,21.8000,G1V,13.9180,0,E17
79607,HIP79607,243.670417,33.858611,21.6000,F8V,46.1410,0,E17
79672,HIP79672,243.905417,-8.369444,14.0000,G1V,29.1569,0,E17
79702,HIP79702,243.987917,7.356944,25.7000,K4V,37.7579,0,E17
79755,HIP79755,244.177917,67.238611,10.6000,M0Vvar,39.4703,1,E17
79762,HIP79762,244.188750,67.256111,10.7000,M3,39.4589,0,E17
79796,HIP79796,244.272500,55.269167,20.6000,M1.5Ve,43.7085,0,E17
79822,HIP79822,244.376250,75.755278,29.8000,F5V,35.3269,0,E17
79881,HIP79881,244.574583,-28.613889,43.0000,A0V:,15.4082,0,E17
79882,HIP79882,244.580417,-4.692500,32.9000,G8III,30.8098,0,E17
79958,HIP79958,244.816250,-55.504722,27.6000,K5III,-3.7381,0,E17
80000,HIP80000,244.960000,-50.155278,39.0000,G8III,0.0102,0,E17
80008,HIP80008,244.979583,39.708333,26.8000,F3IV-V,45.3746,0,E17
80018,HIP80018,245.014583,-37.528889,8.4700,M4,8.9319,0,E17
80043,HIP80043,245.075000,-48.225556,25.7000,K3V,1.3300,0,E17
80093,HIP80093,245.219583,40.961389,15.9000,M0,45.1824,0,E17
80179,HIP80179,245.517917,1.028889,27.3000,F0V,33.2256,0,E17
80268,HIP80268,245.781667,-24.709722,16.8000,M2,17.2674,0,E17
80331,HIP80331,245.997917,61.514167,26.8000,G8III,40.9511,0,E17
80337,HIP80337,246.005417,-39.192778,12.8000,G3/G5V,7.2128,1,E17
80366,HIP80366,246.082500,-13.641667,21.5000,K2V,24.2213,0,E17
80459,HIP80459,246.352500,54.303889,6.5800,M2,42.7854,1,E17
80480,HIP80480,246.430000,78.963611,42.3000,F0V,33.2795,0,E17
80628,HIP80628,246.950833,-8.371667,37.4000,A3m,26.7451,0,E17
80644,HIP80644,246.987083,7.305278,17.7000,K5,35.1182,0,E17
80645,HIP80645,246.988750,-64.057778,40.4000,F4IV,-10.4805,0,E17
80686,HIP80686,247.117083,-70.084167,12.1000,F9V,-14.5735,0,E17
80725,HIP80725,247.219583,18.413889,19.5000,K2V,39.4994,0,E17
GJ628,GJ628,247.575417,-12.662222,4.2600,M3.5V,23.6800,0,E17
80925,HIP80925,247.875000,-39.012222,24.6000,K0V,6.2840,0,E17
81262,HIP81262,248.960000,-53.756944,22.3000,K4V,-4.2606,0,E17
81300,HIP81300,249.089167,-2.324444,9.7700,K2V,28.4123,0,E17
81348,HIP81348,249.204583,31.096667,25.6000,K5,41.1363,0,E17
81375,HIP81375,249.285000,0.254167,20.1000,K0,29.6170,1,E17
81520,HIP81520,249.767083,-58.258056,21.6000,G3V,-7.5932,0,E17
81657,HIP81657,250.210417,-60.446389,30.7000,F2III-I,-9.1973,0,E17
81813,HIP81813,250.660833,68.101944,24.3000,K1V,36.8666,0,E17
81833,HIP81833,250.724167,38.922222,34.3000,G8III-I,40.9034,0,E17
81919,HIP81919,250.984583,43.475278,27.3000,K5,40.9031,0,E17
81935,HIP81935,251.062500,-38.943611,14.3000,K2V,4.4804,0,E17
82003,HIP82003,251.276667,33.509167,9.7700,K7V,39.8201,0,E17
82020,HIP82020,251.324167,56.781667,26.7000,F2V,39.5297,0,E17
82333,HIP82333,252.352917,39.276111,22.6000,M0,39.6724,0,E17
82389,HIP82389,252.522083,18.900278,26.7000,K0,34.9591,0,E17
82396,HIP82396,252.540833,-34.293056,20.0000,K2IIIb,6.5610,0,E17
82587,HIP82587,253.242083,31.701667,30.0000,F0V,37.8669,0,E17
82588,HIP82588,253.245000,-0.026389,16.9000,G8V,26.0776,0,E17
82817,HIP82817,253.870000,-8.336111,5.7300,M3Ve,21.1411,0,E17
82834,HIP82834,253.908333,-32.067500,18.6000,K4/K5V,7.0646,0,E17
82860,HIP82860,254.007083,65.134722,15.0000,F6Vvar,36.4627,0,E17
82926,HIP82926,254.202500,-39.093889,14.5000,M3Ve+..,2.5052,0,E17
83000,HIP83000,254.417083,9.375000,26.3000,K2IIIva,29.5047,0,E17
83006,HIP83006,254.425833,47.361944,17.5000,K0,38.4977,0,E17
83020,HIP83020,254.471667,47.366667,17.9000,K0,38.4666,1,E17
83043,HIP83043,254.536667,25.743889,10.3000,M2,35.3374,1,E17
83101,HIP83101,254.725417,-39.558333,19.1000,K3/K4V,1.8997,0,E17
83207,HIP83207,255.072500,30.926389,49.9000,A0V,36.1754,0,E17
83363,HIP83363,255.567917,-61.568333,25.4000,K3V,-11.9288,0,E17
83389,HIP83389,255.651667,47.081667,18.0000,G8V,37.6635,1,E17
83431,HIP83431,255.786250,-53.236944,26.3000,F6V,-7.0575,0,E17
83451,HIP83451,255.827917,59.585278,25.1000,K4V...,36.7271,0,E17
83541,HIP83541,256.115833,-28.582500,18.0000,K1V,7.6737,1,E17
83591,HIP83591,256.264167,-5.066389,10.7000,K5V,20.8922,0,E17
83599,HIP83599,256.307500,-5.094167,11.1000,M0V,20.8409,0,E17
83601,HIP83601,256.320000,0.702500,20.3000,F9V,23.7796,0,E17
83608,HIP83608,256.333750,54.470000,26.9000,F5,37.0180,0,E17
83613,HIP83613,256.344583,12.740833,44.0000,A4IV,29.2157,0,E17
83762,HIP83762,256.781250,21.553889,13.5000,M3,32.0998,0,E17
83846,HIP83846,257.030417,-41.723889,22.5000,K5V,-0.8062,0,E17
83945,HIP83945,257.381250,43.681111,7.2500,M3,36.2844,0,E17
83990,HIP83990,257.543333,-60.728611,13.6000,K0V,-12.2210,0,E17
83988,HIP83988,257.543750,54.494167,21.2000,K0,36.3149,0,E17
83996,HIP83996,257.551667,54.490000,20.8000,K8,36.3106,0,E17
84012,HIP84012,257.594583,-15.724722,25.7000,A2.5Va,14.0079,0,E17
84051,HIP84051,257.746250,-52.515278,12.5000,---,-7.5834,0,E17
84123,HIP84123,257.967917,-1.851667,10.8000,G,21.0798,0,E17
84183,HIP84183,258.135833,62.874167,41.6000,F0IV,35.1379,0,E17
84195,HIP84195,258.156667,18.351111,20.5000,K0,29.7742,0,E17
84223,HIP84223,258.229583,42.331667,23.8000,M1V:,35.5396,0,E17
84379,HIP84379,258.757917,24.839167,24.0000,A3IVv S,31.4233,0,E17
84405,HIP84405,258.837500,-26.602778,5.9800,K2:III:,6.8780,0,E17
84478,HIP84478,259.055833,-26.546111,5.9600,K5V,6.7505,0,E17
84521,HIP84521,259.170833,8.058333,14.9000,M3.5,24.7057,0,E17
84607,HIP84607,259.418750,29.226944,24.0000,K2,32.1142,1,E17
84616,HIP84616,259.460000,52.446944,18.5000,K2,35.2346,0,E17
84709,HIP84709,259.738333,-34.989722,6.9700,K4V,1.4232,0,E17
84720,HIP84720,259.765833,-46.636111,8.7800,M0V,-5.2679,0,E17
84790,HIP84790,259.969583,41.713611,12.3000,M4,34.1821,0,E17
84862,HIP84862,260.165000,32.467500,14.3000,G0V,32.3089,0,E17
84893,HIP84893,260.251667,-21.112778,17.3000,F2/F3V,8.9120,0,E17
85042,HIP85042,260.713750,-2.388056,19.4000,G5IV,18.4334,0,E17
85157,HIP85157,261.027500,22.960000,42.7000,F0IV,28.8571,0,E17
85235,HIP85235,261.250417,67.306667,12.7000,K0V,33.1704,0,E17
85295,HIP85295,261.438333,2.111389,7.7100,K7V,19.9756,0,E17
85340,HIP85340,261.592500,-24.175278,25.6000,A3IV:m,6.1863,0,E17
85365,HIP85365,261.657917,-5.086389,30.0000,F3V,16.2704,0,E17
GJ674,GJ674,262.166250,-46.895278,4.5400,M2.5V,-6.7775,1,E17
85561,HIP85561,262.277500,-23.836111,18.1000,K5V,5.8494,0,E17
85582,HIP85582,262.333750,29.391667,23.5000,K2,29.7143,0,E17
85647,HIP85647,262.546667,-51.636944,16.1000,M0,-9.5427,1,E17
85653,HIP85653,262.568333,47.401944,22.3000,G5,32.9947,0,E17
85665,HIP85665,262.594583,5.548333,9.9800,M1V...,20.5424,0,E17
85699,HIP85699,262.698333,86.967778,47.8000,A2m,28.1364,0,E17
85810,HIP85810,263.004167,34.271111,23.6000,G5V,30.4355,0,E17
85819,HIP85819,263.044167,55.184167,30.3000,Am...,33.1347,0,E17
85829,HIP85829,263.066667,55.172778,30.6000,Am,33.1217,0,E17
85922,HIP85922,263.374167,-5.744722,48.4000,A5V,14.4619,0,E17
86032,HIP86032,263.733750,12.560000,14.3000,A5III,22.5679,0,E17
86036,HIP86036,263.748333,61.874444,14.0000,G0V,32.6496,0,E17
86057,HIP86057,263.806667,-48.680833,9.7700,K5,-8.6641,1,E17
86087,HIP86087,263.893750,61.681389,14.0000,M1,32.5901,1,E17
86141,HIP86141,264.055833,71.878333,19.0000,K5,31.5063,0,E17
GJ687,GJ687,264.107917,68.339167,4.5300,M3.0V,31.9641,1,E17
86201,HIP86201,264.237917,68.757778,23.4000,F5V,31.8682,0,E17
86214,HIP86214,264.265417,-44.319167,5.0400,M5,-6.6348,1,E17
GJ682,GJ682,264.265417,-44.318889,5.0400,M4.0V,-6.6347,1,E17
86282,HIP86282,264.452917,22.955556,22.1000,M0...,25.8876,0,E17
86287,HIP86287,264.472500,18.591667,8.1200,M1,24.2965,1,E17
86305,HIP86305,264.522917,-54.500278,42.1000,A7V,-12.0424,0,E17
86340,HIP86340,264.642083,71.332222,23.9000,M0,31.4028,0,E17
86400,HIP86400,264.820417,3.555000,10.7000,K3V,17.6585,0,E17
86456,HIP86456,264.982083,65.001389,26.4000,K0,31.9193,0,E17
86486,HIP86486,265.099167,-49.415556,21.8000,F3IV,-9.7693,0,E17
86614,HIP86614,265.485000,72.148611,22.0000,F5IV-V,31.0309,0,E17
86620,HIP86620,265.492083,72.156667,22.3000,G0V,31.0277,1,E17
86623,HIP86623,265.494167,15.952222,35.5000,F4Vw,22.3783,0,E17
86722,HIP86722,265.815000,21.609167,23.5000,K0V,24.2337,0,E17
86736,HIP86736,265.857500,-21.683056,17.5000,F6/F7V,4.2064,0,E17
86742,HIP86742,265.868333,4.567222,25.1000,K2III,17.1911,0,E17
86776,HIP86776,265.983333,43.378611,9.4800,M3,30.0639,0,E17
86796,HIP86796,266.036250,-51.833889,15.2000,G5V,-11.4981,1,E17
86990,HIP86990,266.642500,-57.318889,5.8100,M5,-14.4531,0,E17
87108,HIP87108,266.973333,2.707222,29.0000,A0V,15.3597,0,E17
87261,HIP87261,267.464583,-37.043056,38.8000,K0/K1II,-4.9398,0,E17
87558,HIP87558,268.309167,6.101389,31.3000,F4IV-V,15.7113,0,E17
87579,HIP87579,268.374583,21.325278,24.8000,K0,21.9125,0,E17
87585,HIP87585,268.382083,56.872500,34.1000,K2III,30.2293,0,E17
87768,HIP87768,268.937083,18.500278,23.0000,K5,20.3503,0,E17
GJ699,GJ699,269.452083,4.693333,1.8300,M3.5V,14.0626,0,E17
87938,HIP87938,269.462500,46.588611,13.5000,M:,28.2264,0,E17
88175,HIP88175,270.120833,-3.690000,23.1000,F3V,9.5840,0,E17
88348,HIP88348,270.628750,26.312778,21.9000,K0V,21.7855,1,E17
88574,HIP88574,271.281667,-3.031111,7.7900,M2V,8.8738,0,E17
88601,HIP88601,271.363750,2.500000,5.0800,K0V SB,11.3669,0,E17
GJ702A,GJ702A,271.363750,2.500000,5.1000,K0.0V,11.3669,0,E17
GJ702B,GJ702B,271.363750,2.500000,5.1000,K5V,11.3669,0,E17
88622,HIP88622,271.406250,4.656944,24.3000,G0V,12.3076,0,E17
88635,HIP88635,271.452083,-30.423889,29.4000,K0III,-4.5380,0,E17
88684,HIP88684,271.563333,-4.751111,34.9000,K1IV,7.8144,0,E17
88694,HIP88694,271.598750,-36.019722,17.3000,G3V,-7.3299,0,E17
88726,HIP88726,271.707917,-43.425000,43.8000,A5V,-10.8614,0,E17
88745,HIP88745,271.756250,30.561944,15.6000,F7V,22.2987,0,E17
88771,HIP88771,271.837500,9.563611,25.3000,A4IVs,14.0959,0,E17
88866,HIP88866,272.145000,-63.668333,42.4000,Am,-19.5895,0,E17
88972,HIP88972,272.405833,38.457778,11.0000,K2V,24.2075,0,E17
89042,HIP89042,272.609167,-62.001944,17.7000,G0V,-19.1638,0,E17
89087,HIP89087,272.734583,49.971111,26.7000,K7,26.7298,0,E17
89211,HIP89211,273.089167,-43.444722,12.9000,K7V,-11.7655,0,E17
89348,HIP89348,273.474167,64.397222,23.4000,F5V,28.2896,0,E17
89474,HIP89474,273.885417,45.209167,22.6000,G2V,24.9237,1,E17
89560,HIP89560,274.129583,45.557778,17.1000,M0,24.8430,0,E17
89805,HIP89805,274.917083,-63.886389,22.9000,F9V,-20.8124,0,E17
89825,HIP89825,274.961667,-1.938333,19.3000,K7V,6.1307,0,E17
89937,HIP89937,275.264167,72.732778,8.0500,F7Vvar,28.0570,0,E17
89962,HIP89962,275.327500,-2.898611,18.9000,K0III-I,5.3622,0,E17
90035,HIP90035,275.571667,1.706944,26.8000,K7V,7.2634,0,E17
90139,HIP90139,275.924583,21.769722,39.3000,K2III,15.5993,0,E17
90376,HIP90376,276.620000,79.423056,24.4000,K5,27.7744,0,E17
90496,HIP90496,276.992500,-25.421667,23.6000,K1IIIb,-6.5216,0,E17
90568,HIP90568,277.207917,-49.070556,39.0000,G8/K0II,-16.6835,0,E17
90626,HIP90626,277.382917,9.061944,26.8000,K2,8.9572,0,E17
90656,HIP90656,277.468333,-1.818056,18.7000,K3V,3.9629,0,E17
90790,HIP90790,277.829167,-18.908611,13.2000,K1V,-4.2403,0,E17
90945,HIP90945,278.271250,-54.263056,18.8000,K4Vp...,-19.1804,0,E17
90959,HIP90959,278.324167,22.314167,23.4000,K4V,13.7824,0,E17
90979,HIP90979,278.370000,-11.635833,25.4000,K7V,-1.3600,1,E17
91009,HIP91009,278.482500,51.718889,16.4000,K7Vvar,23.5793,0,E17
91128,HIP91128,278.826667,45.743889,15.4000,M2,21.7322,1,E17
91154,HIP91154,278.957500,-61.226667,21.5000,K3V,-21.7484,0,E17
91217,HIP91217,279.115833,9.122222,38.8000,F5III,7.4503,0,E17
91237,HIP91237,279.162917,6.671667,31.7000,F3V,6.3134,0,E17
91262,HIP91262,279.234583,38.783611,7.7500,A0Vvar,19.2373,0,E17
91430,HIP91430,279.686250,-14.490278,12.7000,M1V:,-3.8070,0,E17
91438,HIP91438,279.722500,-21.051667,12.9000,G5V,-6.7964,0,E17
91605,HIP91605,280.228750,31.533056,23.8000,K3V,15.8603,0,E17
91608,HIP91608,280.238750,-13.379444,16.2000,M,-3.7799,1,E17
91699,HIP91699,280.495833,31.830278,11.3000,M4,15.7638,0,E17
GJ725,GJ725A,280.694583,59.630000,3.5200,M3.0V,24.2306,0,E17
GJ725,GJ725B,280.695833,59.626389,3.5200,M3.5V,24.2292,0,E17
91919,HIP91919,281.084583,39.670000,49.7000,F1V,18.1980,0,E17
91926,HIP91926,281.095000,39.612500,49.1000,A8Vn,18.1703,0,E17
91971,HIP91971,281.193333,37.605000,47.1000,Am,17.3825,0,E17
91973,HIP91973,281.200833,37.594444,46.0000,F0IVvar,17.3731,0,E17
SCR1845,SCR J1845-6357,281.272083,-63.963056,3.8500,M8.5V,-23.5085,0,E17
92024,HIP92024,281.362083,-64.871111,29.2000,A7V,-23.7628,0,E17
92043,HIP92043,281.415417,20.546111,19.0000,F6V,10.4300,0,E17
92161,HIP92161,281.755417,18.181389,28.4000,A5III,9.1240,0,E17
92200,HIP92200,281.863750,-3.639722,14.1000,K5,-0.7742,0,E17
92270,HIP92270,282.068333,23.514722,28.6000,F8V,11.1395,0,E17
92283,HIP92283,282.121667,10.745278,17.3000,K0,5.5247,0,E17
92311,HIP92311,282.216250,17.438889,17.0000,M0,8.4059,0,E17
GJ729,GJ729,282.455833,-23.835833,2.9600,M3.5V,-10.2845,0,E17
92451,HIP92451,282.610833,-62.050833,16.6000,M3,-23.6400,0,E17
92549,HIP92549,282.895417,52.975000,26.0000,G9IVa,21.3282,0,E17
92573,HIP92573,282.963333,16.583056,15.5000,M2,7.3883,0,E17
92858,HIP92858,283.828333,-37.498333,23.9000,K1V,-16.8289,0,E17
92871,HIP92871,283.864167,8.402222,11.5000,M2Ve,2.9343,0,E17
92919,HIP92919,283.971667,23.556389,21.4000,K0V,9.5785,0,E17
92946,HIP92946,284.055000,4.203333,40.4000,A5V,0.8539,0,E17
92951,HIP92951,284.060833,4.201944,43.7000,A5Vn,0.8481,0,E17
92984,HIP92984,284.155000,4.265000,27.0000,G5,0.7933,0,E17
93017,HIP93017,284.256667,32.901111,14.9000,G0V,13.2656,0,E17
93069,HIP93069,284.377500,-55.991667,12.6000,M2V,-23.0278,0,E17
93101,HIP93101,284.500417,5.908056,11.1000,M2V,1.2368,1,E17
93174,HIP93174,284.680833,-37.107222,29.9000,F3IV/V,-17.3170,0,E17
93185,HIP93185,284.712500,30.180556,23.4000,G0,11.7919,0,E17
93408,HIP93408,285.360000,46.934722,39.1000,A7V,17.8555,0,E17
93506,HIP93506,285.652917,-29.880000,27.3000,A3IV,-15.3534,0,E17
93747,HIP93747,286.352500,13.863333,25.5000,A0Vn,3.2454,0,E17
93805,HIP93805,286.562083,-4.882500,38.3000,B9Vn,-5.5132,0,E17
93843,HIP93843,286.657083,28.628333,40.8000,F0III,9.5980,0,E17
93858,HIP93858,286.718750,-37.810556,17.1000,G8V,-19.0787,1,E17
93864,HIP93864,286.735000,-27.670278,36.9000,K1/K2II,-15.3684,0,E17
93871,HIP93871,286.758333,7.615833,24.2000,K5V,0.0258,0,E17
93873,HIP93873,286.773333,20.887778,8.6200,M2,6.0745,0,E17
93899,HIP93899,286.805000,20.876944,8.8600,M2,6.0432,0,E17
93917,HIP93917,286.856667,32.501667,40.5000,F0V,11.1098,0,E17
94083,HIP94083,287.291250,76.560278,27.2000,A9V,25.3098,0,E17
94114,HIP94114,287.367917,-37.904444,39.7000,A0/A1V,-19.5927,0,E17
94150,HIP94150,287.470417,-68.424167,36.8000,G8/K0II,-26.7657,0,E17
94225,HIP94225,287.717917,-47.158611,20.0000,K7V,-22.6809,0,E17
94346,HIP94346,288.047500,57.671944,20.0000,G8V,20.0152,0,E17
94349,HIP94349,288.060833,2.886389,10.1000,M4,-3.3032,0,E17
94376,HIP94376,288.138750,67.661389,30.7000,G9III,22.9943,0,E17
94645,HIP94645,288.888333,-24.179167,27.0000,F8V,-15.7858,1,E17
94650,HIP94650,288.895833,11.554444,25.3000,K0,-0.0207,0,E17
94739,HIP94739,289.178750,-45.889167,15.7000,K9V...,-23.3021,0,E17
94779,HIP94779,289.275833,53.368333,37.7000,K0III,17.8531,0,E17
95149,HIP95149,290.374167,-34.983333,20.8000,G1/G2V,-20.9035,0,E17
95261,HIP95261,290.713333,-54.423889,47.6000,A0Vn,-26.2076,0,E17
95319,HIP95319,290.891667,33.221944,15.4000,G8V,8.3833,0,E17
95467,HIP95467,291.290000,-66.468611,26.1000,K5V,-28.0447,1,E17
95501,HIP95501,291.374583,3.114722,15.3000,F0IV,-6.1315,0,E17
95575,HIP95575,291.608333,49.465278,25.1000,K3V,14.9855,0,E17
95730,HIP95730,292.064167,12.535833,27.5000,K2,-2.2924,0,E17
95853,HIP95853,292.426667,51.729722,37.5000,A5Vn,15.4486,0,E17
95995,HIP95995,292.783333,58.585833,16.7000,K1V,18.0111,0,E17
96085,HIP96085,293.027917,-11.274722,18.0000,K2V,-14.0778,0,E17
96100,HIP96100,293.090000,69.661111,5.7600,K0V,21.8769,0,E17
96113,HIP96113,293.126250,-35.451667,22.0000,K3/K4V,-23.1845,0,E17
96183,HIP96183,293.356667,21.840278,20.1000,G5V,1.0961,0,E17
96229,HIP96229,293.522500,7.378889,33.8000,K3III,-6.0128,0,E17
96258,HIP96258,293.582500,51.236389,25.5000,F7V,14.5881,1,E17
96285,HIP96285,293.665833,4.582500,14.4000,K5,-7.4638,0,E17
96395,HIP96395,293.981667,56.983889,24.2000,G0,16.7865,0,E17
96441,HIP96441,294.110417,50.221111,18.5000,F4V,13.8471,0,E17
96710,HIP96710,294.900833,-26.751944,22.3000,---,-21.7801,0,E17
96895,HIP96895,295.454167,50.525000,21.6000,G2V,13.2147,0,E17
96901,HIP96901,295.466667,50.517500,21.4000,G5V,13.2042,1,E17
97051,HIP97051,295.855417,10.089444,22.6000,M0,-6.7285,0,E17
97222,HIP97222,296.389583,33.601944,20.3000,K3V,4.5268,0,E17
97222,HIP97222,296.389583,33.601944,20.3000,K3V,4.5268,0,E17
97223,HIP97223,296.398333,30.010000,20.6000,K5V,2.7307,0,E17
97295,HIP97295,296.606667,33.727500,20.8000,F5,4.4325,0,E17
97534,HIP97534,297.355417,-72.503333,41.5000,A4III,-30.1234,0,E17
97650,HIP97650,297.695000,10.763333,26.4000,F0V,-7.9733,0,E17
97649,HIP97649,297.695833,8.868056,5.1400,A7IV-V,-8.9093,0,E17
GJ768,GJ768,297.695833,8.868333,5.1100,A7IV,-8.9092,0,E17
97675,HIP97675,297.756667,10.415556,19.3000,F8V,-8.1982,0,E17
GJ1245AC,GJ1245A,298.475833,44.415278,4.5400,M5.5V,8.5107,0,E17
GJ1245B,GJ1245B,298.480000,44.415556,4.5400,M6V,8.5082,0,E17
98036,HIP98036,298.828333,6.406667,13.7000,G8IVvar,-11.0952,0,E17
98106,HIP98106,299.067083,-72.364167,23.3000,K5V,-30.6514,0,E17
98130,HIP98130,299.154167,-31.335278,19.1000,K3/K4V,-26.7706,0,E17
98192,HIP98192,299.305833,29.823889,25.4000,K1V,0.4685,0,E17
98204,HIP98204,299.331667,-12.567778,18.8000,K4V,-20.2141,0,E17
