hip,name,ra_deg,dec_deg,dist_pc,spec_type,gal_lat,exoplanet,bl_paper
21589,HIP21589,69.539583,12.510556,45.8000,A6V,-22.2407,0,E17
21594,HIP21594,69.545000,-14.303889,33.5000,K1III,-35.8960,0,E17
21673,HIP21673,69.788333,15.799722,46.5000,A4m,-20.0687,0,E17
21683,HIP21683,69.818750,15.917778,48.7000,A5Vn,-19.9737,0,E17
21770,HIP21770,70.140417,-41.863611,20.1000,F2V,-41.4958,0,E17
21818,HIP21818,70.328750,20.901389,13.4000,K3V,-16.5243,0,E17
21861,HIP21861,70.514583,-37.144167,27.6000,F3V,-40.9111,0,E17
21932,HIP21932,70.732500,18.958056,9.4100,M2,-17.4265,1,E17
21988,HIP21988,70.897500,27.687222,22.3000,K5III,-11.8474,0,E17
22044,HIP22044,71.107500,11.146111,48.2000,F0V,-21.8001,0,E17
22122,HIP22122,71.410833,-50.074167,20.4000,K0V,-40.3678,0,E17
22263,HIP22263,71.901250,-16.934444,13.3000,G3V,-34.8052,0,E17
22287,HIP22287,72.001250,56.756944,49.7000,A3m,7.5343,0,E17
22288,HIP22288,72.004583,10.933611,26.1000,K7V,-21.2029,0,E17
22361,HIP22361,72.210000,75.941111,45.6000,A9IV,19.3971,0,E17
22449,HIP22449,72.460000,6.961111,8.0200,F6V,-23.0649,0,E17
22451,HIP22451,72.467917,-35.107500,17.9000,K2V,-39.0930,0,E17
22498,HIP22498,72.604583,63.332778,23.4000,K7,11.9013,0,E17
22531,HIP22531,72.730417,-53.461389,37.0000,F0IV...,-39.2222,0,E17
22627,HIP22627,73.023750,6.476389,12.1000,M4,-22.8627,1,E17
22715,HIP22715,73.269583,22.235000,26.9000,K5V,-13.5468,0,E17
22738,HIP22738,73.380000,-55.860278,11.1000,M2Ve,-38.5503,0,E17
22762,HIP22762,73.458333,-17.773333,12.3000,M3,-33.7280,1,E17
22787,HIP22787,73.517500,-35.404444,25.9000,K0V,-38.2898,0,E17
22844,HIP22844,73.720833,-58.547500,30.8000,F3V,-37.9599,0,E17
22845,HIP22845,73.723750,10.150556,36.9000,A0V,-20.2535,0,E17
22907,HIP22907,73.924583,-28.563889,17.9000,K3/K4V,-36.5985,0,E17
23147,HIP23147,74.710833,49.849167,16.5000,M2,4.4623,0,E17
23179,HIP23179,74.814167,37.890000,48.7000,A1V,-2.8770,0,E17
23296,HIP23296,75.165833,-2.065833,49.5000,A8IV,-25.4539,0,E17
23309,HIP23309,75.196250,-57.256944,26.2000,---,-37.3742,0,E17
23311,HIP23311,75.204167,-5.753611,8.8100,K3V,-27.1757,0,E17
23437,HIP23437,75.571250,-56.080278,22.2000,G5V,-37.3065,0,E17
23452,HIP23452,75.618333,-21.256389,8.5100,M0V,-33.0232,0,E17
23482,HIP23482,75.702917,-49.151389,26.1000,F2V,-37.6338,0,E17
23497,HIP23497,75.773750,21.589722,49.9000,A7V,-12.0649,0,E17
23512,HIP23512,75.833750,-17.373333,9.2700,K:,-31.4738,0,E17
23516,HIP23516,75.841250,-23.250000,26.3000,K5V,-33.4674,0,E17
23693,HIP23693,76.377917,-57.472500,11.6000,F7V,-36.7158,0,E17
23708,HIP23708,76.447500,-57.553611,11.5000,K7V,-36.6696,0,E17
23783,HIP23783,76.669167,51.597500,26.2000,F0V,6.5078,0,E17
23786,HIP23786,76.675833,14.446111,23.9000,K0V,-15.4583,0,E17
23875,HIP23875,76.962500,-5.086389,27.2000,A3IIIva,-25.3155,0,E17
23932,HIP23932,77.145833,-18.171944,9.3100,M5,-30.6033,0,E17
23941,HIP23941,77.182083,-4.456111,25.0000,F2V,-24.8281,0,E17
GJ191,GJ191,77.919167,-45.018333,3.9100,M2.0V,-36.0020,0,E17
24284,HIP24284,78.175833,19.665556,12.7000,M5,-11.3345,0,E17
24332,HIP24332,78.322500,37.337222,25.9000,F8,-0.9913,0,E17
24340,HIP24340,78.357083,38.484444,49.8000,A4m,-0.2961,0,E17
24454,HIP24454,78.700417,0.661944,26.2000,K2III,-21.0360,0,E17
24659,HIP24659,79.371250,-34.895000,33.7000,K0/K1II,-33.4902,0,E17
24783,HIP24783,79.696667,-21.393611,20.2000,K4V,-29.4907,0,E17
24786,HIP24786,79.710417,-18.130000,24.9000,G0V,-28.3200,0,E17
24813,HIP24813,79.785417,40.098889,12.6000,G0V,1.5409,0,E17
24819,HIP24819,79.802917,-3.073611,16.8000,K3V,-21.8700,0,E17
24874,HIP24874,79.998333,-15.839444,24.3000,K3V,-27.1994,0,E17
25110,HIP25110,80.639583,79.231111,20.9000,F6V,22.6480,1,E17
25119,HIP25119,80.656250,2.603056,19.9000,K3V,-18.3768,0,E17
25220,HIP25220,80.910000,17.323889,14.3000,K2,-10.4745,0,E17
25278,HIP25278,81.106250,17.383333,14.6000,F8V SB,-10.2849,0,E17
25283,HIP25283,81.125833,-38.969444,17.7000,K2,-32.8877,0,E17
25421,HIP25421,81.561250,-32.504722,17.9000,K2/K3V,-31.1751,0,E17
25486,HIP25486,81.770000,-11.900833,26.8000,F7V:,-24.0409,1,E17
25544,HIP25544,81.914167,-60.415833,19.5000,G5V,-33.6150,0,E17
25578,HIP25578,82.000833,9.643889,8.6900,M5,-13.6521,0,E17
25623,HIP25623,82.108750,-3.499444,12.9000,K5V,-20.0335,0,E17
25647,HIP25647,82.186667,-65.448333,14.9000,K1III(p,-33.0457,0,E17
25775,HIP25775,82.558333,-42.697222,19.3000,M0V,-32.4222,0,E17
25878,HIP25878,82.864167,-3.677222,5.6900,M1V,-19.4475,0,E17
25918,HIP25918,82.970833,-76.340833,30.8000,K4III,-30.9697,0,E17
26335,HIP26335,84.129167,11.327778,11.3000,K7,-10.9910,0,E17
26366,HIP26366,84.226667,9.290556,35.5000,G8III-I,-11.9471,0,E17
26369,HIP26369,84.229583,-47.963333,24.2000,---,-31.9408,0,E17
26373,HIP26373,84.237083,-47.964444,23.8000,K0V,-31.9359,0,E17
26394,HIP26394,84.291250,-80.468889,18.2000,G3IV,-29.7764,1,E17
26501,HIP26501,84.539167,-46.105833,25.2000,G5,-31.5034,0,E17
26505,HIP26505,84.549583,51.445556,20.5000,K2V,10.5053,0,E17
26563,HIP26563,84.721250,-7.212778,47.0000,A4V,-19.3976,0,E17
26624,HIP26624,84.879583,-3.564444,41.3000,A8Vs,-17.6103,0,E17
26779,HIP26779,85.334583,53.480833,12.2000,K1V,11.9451,0,E17
26801,HIP26801,85.377917,53.489722,12.4000,M1,11.9719,0,E17
26857,HIP26857,85.538750,12.489167,5.7800,M5,-9.2120,0,E17
27072,HIP27072,86.115833,-22.448333,8.9600,F7V,-24.2730,0,E17
27075,HIP27075,86.118333,-20.126389,25.5000,F8/G0V,-23.4286,0,E17
27080,HIP27080,86.132917,-70.143333,25.5000,K0V,-31.0561,1,E17
27100,HIP27100,86.193333,-65.735278,44.4000,A7V,-31.3721,0,E17
27188,HIP27188,86.451250,62.236667,13.6000,M0,16.6415,0,E17
27207,HIP27207,86.507917,37.284444,20.5000,K0V,4.4086,0,E17
27288,HIP27288,86.738750,-14.821944,21.5000,A2Vann,-20.8266,0,E17
27321,HIP27321,86.821250,-51.066389,19.2000,A3V,-30.6117,1,E17
27323,HIP27323,86.825833,-48.525000,20.7000,M0V,-30.2946,0,E17
27359,HIP27359,86.919167,-36.328333,14.9000,M2,-27.8427,0,E17
27435,HIP27435,87.145417,-4.094444,15.5000,G4V,-15.8419,0,E17
27628,HIP27628,87.740000,-35.768056,26.3000,K1.5III,-27.0572,0,E17
27654,HIP27654,87.830417,-20.878889,34.4000,G8III/I,-22.2184,0,E17
27803,HIP27803,88.251250,-5.994722,20.1000,M0V,-15.7152,1,E17
27887,HIP27887,88.517500,-60.023333,12.8000,K3V,-30.3405,1,E17
27890,HIP27890,88.525417,-63.089444,27.2000,K1III/I,-30.4198,0,E17
27896,HIP27896,88.545000,-50.362500,34.8000,K1V,-29.4408,0,E17
27913,HIP27913,88.595833,20.276111,8.6600,G0V,-2.7325,0,E17
27918,HIP27918,88.619167,2.142222,26.6000,K3V,-11.6381,0,E17
27922,HIP27922,88.625833,-19.704167,22.7000,G6V,-21.0852,1,E17
27947,HIP27947,88.708750,-52.635278,34.9000,F0Ve...,-29.6339,0,E17
28103,HIP28103,89.101250,-14.167500,15.0000,F1V,-18.4713,0,E17
28267,HIP28267,89.589583,-4.650556,23.2000,G0,-13.9210,0,E17
28368,HIP28368,89.907083,58.592778,13.5000,M1,16.5721,0,E17
28442,HIP28442,90.081250,-31.028611,14.9000,K3/K4V,-23.8111,0,E17
28614,HIP28614,90.595833,9.647222,46.5000,Am...,-6.3127,0,E17
28764,HIP28764,91.118333,-45.036389,26.6000,G0IV-V,-26.7830,0,E17
28790,HIP28790,91.167083,-45.078889,27.0000,F4V,-26.7586,0,E17
28954,HIP28954,91.668750,15.541944,15.4000,K0,-2.5351,0,E17
29052,HIP29052,91.932083,-25.744722,11.4000,---,-20.4889,0,E17
29067,HIP29067,91.980417,67.976667,24.9000,K8,21.0832,0,E17
29271,HIP29271,92.560417,-74.752778,10.1000,G5V,-28.8016,0,E17
29277,HIP29277,92.582500,82.106667,9.3900,M3,25.4586,0,E17
29295,HIP29295,92.644167,-21.864444,5.7700,M1/M2V,-18.4392,1,E17
29432,HIP29432,93.002500,6.783056,23.1000,G4V,-5.5914,1,E17
29525,HIP29525,93.302083,10.626944,18.1000,G8V,-3.5056,0,E17
29548,HIP29548,93.397083,63.393889,24.7000,M0,20.0092,0,E17
29568,HIP29568,93.438750,-23.861667,16.6000,G5V,-18.5229,0,E17
29650,HIP29650,93.712083,19.156389,21.1000,F6V,0.9156,0,E17
29761,HIP29761,94.011250,70.781389,25.7000,G5,22.6754,0,E17
29800,HIP29800,94.110833,12.271944,19.6000,F5IV-V,-2.0260,0,E17
29860,HIP29860,94.317083,5.100000,19.3000,G0.5Vb,-5.2293,0,E17
30060,HIP30060,94.905833,59.010833,45.7000,A2Vs,19.1166,0,E17
30112,HIP30112,95.055000,2.258889,27.9000,K7V,-5.8997,0,E17
30314,HIP30314,95.628750,-60.218611,23.4000,G1V,-26.8335,0,E17
30419,HIP30419,95.942083,4.592778,39.3000,A5IV,-4.0331,0,E17
30503,HIP30503,96.182917,-28.780000,22.0000,G2V,-18.0728,1,E17
30630,HIP30630,96.542500,18.756667,14.6000,K0,3.0896,0,E17
30756,HIP30756,96.941667,20.783056,18.0000,G0,4.3592,0,E17
GJ234,GJ234,97.347500,-2.813611,4.0900,M4.5V,-6.1866,0,E17
31167,HIP31167,98.096250,-5.868611,43.2000,F0Vnn+.,-6.9001,0,E17
31592,HIP31592,99.170833,-19.255833,19.8000,K1III+.,-11.7962,1,E17
31635,HIP31635,99.295000,17.564722,9.8400,M1:,4.8677,1,E17
31634,HIP31634,99.296667,-50.038056,15.1000,K0,-22.6450,0,E17
31703,HIP31703,99.478750,73.695556,35.5000,F2,25.0185,0,E17
31711,HIP31711,99.501667,-61.533333,21.6000,G1/G2V,-25.1949,0,E17
31878,HIP31878,99.958333,-61.478056,21.9000,M1V,-24.9705,0,E17
32010,HIP32010,100.315417,23.957500,17.5000,K2,8.5722,0,E17
32322,HIP32322,101.216667,-27.341667,26.5000,F7V,-13.4205,0,E17
GJ244,GJ244A,101.287083,-16.716111,2.6300,A1V,-8.8903,0,E17
32366,HIP32366,101.345417,-31.793611,24.2000,F7V,-15.0835,0,E17
32423,HIP32423,101.521250,32.555556,24.9000,K3V,13.1707,0,E17
32439,HIP32439,101.559167,79.564722,17.8000,F8V,26.4095,0,E17
32480,HIP32480,101.684583,43.577222,16.5000,G0V,17.5239,0,E17
32617,HIP32617,102.079583,-1.318889,40.0000,F1V,-1.2953,0,E17
32765,HIP32765,102.477500,-46.614444,25.2000,F5III,-19.6006,0,E17
32769,HIP32769,102.487500,60.335278,16.4000,M0p,23.1638,1,E17
32851,HIP32851,102.707500,-0.540833,29.8000,F2V,-0.3819,0,E17
32919,HIP32919,102.885000,47.367778,18.8000,K2,19.6177,0,E17
32984,HIP32984,103.075417,-5.173611,8.7000,K3V,-2.1650,0,E17
33142,HIP33142,103.517500,60.871667,10.6000,M:,23.7841,0,E17
33202,HIP33202,103.660833,13.177778,27.9000,F0Vp,6.6654,0,E17
33226,HIP33226,103.704167,33.268056,5.5100,K:...,15.1355,1,E17
33277,HIP33277,103.827917,25.375556,17.2000,G0V,12.0639,0,E17
33302,HIP33302,103.905833,-20.136389,29.2000,F2IV/V,-8.1472,0,E17
33373,HIP33373,104.117083,40.074167,24.0000,K5V,17.9688,0,E17
33428,HIP33428,104.269583,30.756389,18.6000,M0,14.5962,0,E17
33478,HIP33478,104.391250,-24.630833,38.5000,F3V,-9.6956,0,E17
33499,HIP33499,104.444167,-44.291111,8.0200,M4+...,-17.5055,0,E17
33537,HIP33537,104.549167,22.475833,24.2000,G5V,11.4533,0,E17
33560,HIP33560,104.608750,-12.991667,22.3000,K4V,-4.3608,0,E17
33690,HIP33690,104.998750,-61.336111,18.4000,K0IV-V,-22.5920,0,E17
33817,HIP33817,105.307083,-25.948611,14.6000,K1V,-9.5174,0,E17
33852,HIP33852,105.410833,48.378611,20.4000,K3V,21.5421,0,E17
33955,HIP33955,105.678750,-6.799167,18.7000,K5V,-0.6026,0,E17
34017,HIP34017,105.877083,29.336944,19.0000,G4V,15.3224,0,E17
34052,HIP34052,105.959167,-43.561111,16.9000,K5V...,-16.2219,0,E17
34065,HIP34065,105.988750,-43.607778,16.2000,G3V...,-16.2197,0,E17
34069,HIP34069,105.995417,-43.611111,15.0000,K0V,-16.2165,0,E17
34104,HIP34104,106.073750,10.508611,15.3000,M5,7.5984,0,E17
34115,HIP34115,106.107917,68.288611,15.2000,M5,26.2502,0,E17
34341,HIP34341,106.788750,3.447222,26.7000,M0V,5.0655,0,E17
34361,HIP34361,106.845417,-21.457500,17.2000,M2V:,-6.2708,0,E17
34414,HIP34414,107.017500,29.834444,22.2000,G5,16.4291,0,E17
34567,HIP34567,107.397500,25.728611,24.5000,G8V,15.1521,0,E17
34782,HIP34782,108.017083,-30.821111,47.5000,A8III/I,-9.4926,0,E17
34834,HIP34834,108.140000,-46.759167,21.1000,F0IV,-16.0254,0,E17
34890,HIP34890,108.279583,-63.344722,19.9000,K5V,-21.7038,0,E17
34950,HIP34950,108.471250,25.011111,25.1000,K1V,15.7628,0,E17
35136,HIP35136,108.958750,47.239722,16.8000,G0V,23.5148,0,E17
35191,HIP35191,109.082500,27.142222,12.3000,---,17.0898,0,E17
35296,HIP35296,109.373333,-46.979167,14.7000,K2V,-15.3366,0,E17
35350,HIP35350,109.523333,16.540278,28.9000,A3V...,13.2275,0,E17
35550,HIP35550,110.030833,21.982222,18.0000,F0IV...,15.8851,0,E17
35643,HIP35643,110.322917,45.228056,34.4000,A7s,23.8992,0,E17
35821,HIP35821,110.812083,46.087222,16.2000,M2,24.4494,0,E17
35872,HIP35872,110.946250,12.964444,25.0000,G5,12.9620,0,E17
36046,HIP36046,111.431667,27.798056,38.6000,G9III+.,19.2687,0,E17
36121,HIP36121,111.610833,-15.770278,25.6000,K4V,0.3658,0,E17
36152,HIP36152,111.709583,21.535556,30.8000,F6V,17.1424,0,E17
GJ273,GJ273,111.852083,5.225833,3.7500,M3.5V,10.3735,1,E17
36210,HIP36210,111.856250,-51.402500,22.5000,G5IV-V,-15.6374,0,E17
36349,HIP36349,112.214167,-30.246667,15.5000,M1V:e..,-6.0110,0,E17
36357,HIP36357,112.257500,31.993611,17.5000,K2V,21.3980,0,E17
36366,HIP36366,112.277917,31.784444,18.4000,F0V...,21.3447,0,E17
36393,HIP36393,112.335000,28.118056,50.0000,A4V,20.1283,0,E17
36399,HIP36399,112.356667,-7.551111,27.8000,F8V,4.9136,0,E17
36439,HIP36439,112.483333,49.672222,19.9000,F6V,26.3537,0,E17
36515,HIP36515,112.677083,-37.339167,21.7000,G3V,-8.9699,0,E17
36551,HIP36551,112.782083,14.613889,21.2000,K5,15.2746,0,E17
36627,HIP36627,112.988750,36.229722,11.4000,M4,23.3132,0,E17
36704,HIP36704,113.252500,37.029722,19.6000,G5,23.7521,0,E17
36817,HIP36817,113.577500,-23.473611,29.0000,F6V,-1.7083,0,E17
36827,HIP36827,113.609167,-6.896667,24.8000,K2V,6.3179,0,E17
36850,HIP36850,113.649583,31.888056,15.8000,A2Vm,22.4793,0,E17
36915,HIP36915,113.841250,54.849722,13.1000,M0,28.0629,0,E17
36927,HIP36927,113.861667,-52.442500,25.2000,K3IV-V,-14.9481,0,E17
36985,HIP36985,114.029583,-3.110556,14.3000,---,8.4771,0,E17
37217,HIP37217,114.670833,-21.224444,10.8000,M2,0.2715,0,E17
GJ280,GJ280,114.825417,5.224722,3.5000,F5IV,13.0192,0,E17
37288,HIP37288,114.845833,2.183611,14.8000,M0,11.6581,0,E17
37349,HIP37349,114.997083,-3.597500,14.1000,K2V,9.0995,0,E17
37494,HIP37494,115.437917,49.221944,26.7000,K4,28.1564,0,E17
37629,HIP37629,115.827917,28.883333,37.4000,K1III S,23.2743,0,E17
37766,HIP37766,116.167500,3.552222,5.9300,M4.5Ve,13.4573,0,E17
37826,HIP37826,116.328750,28.026111,10.3000,K0IIIva,23.4061,1,E17
37853,HIP37853,116.395833,-34.172222,15.1000,G0V,-4.8053,0,E17
38048,HIP38048,116.986250,-12.192500,30.2000,F5+...,6.6622,0,E17
38082,HIP38082,117.068333,20.368056,14.1000,M2,21.3153,0,E17
38117,HIP38117,117.165000,53.648333,26.2000,K4V,29.8411,0,E17
38228,HIP38228,117.479583,27.363056,21.8000,G5IV,24.1476,1,E17
38325,HIP38325,117.773750,54.129167,30.0000,F6V,30.2465,0,E17
38382,HIP38382,117.942917,-13.897778,16.6000,G2V,6.6206,0,E17
38423,HIP38423,118.065417,-34.705278,18.0000,F3/F5V,-3.8826,0,E17
38594,HIP38594,118.545417,-25.303056,19.5000,M,1.2976,1,E17
38625,HIP38625,118.642500,-1.412222,19.2000,G8V,13.3419,0,E17
38657,HIP38657,118.725417,19.236111,19.9000,K2,22.3310,0,E17
38712,HIP38712,118.880833,8.862778,38.1000,F2IV,18.2373,0,E17
38784,HIP38784,119.071667,80.265278,17.0000,G8V,29.4348,0,E17
38908,HIP38908,119.445417,-60.303056,16.1000,G2V...,-15.6782,0,E17
38910,HIP38910,119.452083,-33.951944,18.3000,K5V,-2.5131,0,E17
38931,HIP38931,119.490833,-0.814167,17.4000,K5V,14.3723,0,E17
38939,HIP38939,119.518333,-25.626389,18.2000,K3V,1.8811,0,E17
38956,HIP38956,119.552917,41.303611,8.1600,M4V,29.5394,0,E17
39064,HIP39064,119.891250,20.843889,23.1000,K0V,23.9455,0,E17
39157,HIP39157,120.133750,29.212222,16.8000,G8V,26.9497,0,E17
39342,HIP39342,120.630000,-66.020833,17.2000,K1V,-17.8327,0,E17
39494,HIP39494,121.094583,43.961667,25.3000,M0,31.1308,0,E17
39826,HIP39826,122.055000,21.105000,17.1000,M:,25.9243,0,E17
39896,HIP39896,122.235000,32.819722,20.7000,M0.5V:e,29.6878,0,E17
39903,HIP39903,122.252917,-61.302222,21.3000,F5V,-14.9553,0,E17
40035,HIP40035,122.665833,-13.799167,22.4000,F7V,10.6087,0,E17
40118,HIP40118,122.910833,32.456944,21.7000,G4V,30.1449,0,E17
40239,HIP40239,123.285417,-13.916944,21.6000,M0V,11.0587,0,E17
40375,HIP40375,123.649583,13.022778,18.3000,K5,24.2377,0,E17
40438,HIP40438,123.855000,-52.060278,27.0000,G1V,-9.4135,0,E17
40501,HIP40501,124.033333,1.302500,9.1500,---,19.3747,0,E17
40671,HIP40671,124.545000,30.600556,22.5000,K4V,31.0096,0,E17
40693,HIP40693,124.599583,-12.631944,12.5000,K0V,12.8237,1,E17
40702,HIP40702,124.631667,-76.919444,19.4000,F5III,-21.6812,0,E17
40706,HIP40706,124.638750,-36.659167,28.5000,A4m...,-0.4211,0,E17
40774,HIP40774,124.829583,1.338611,23.3000,G5,20.0919,0,E17
40843,HIP40843,125.016250,27.217500,18.1000,F6V,30.4669,0,E17
40875,HIP40875,125.108750,57.743056,31.6000,F4V,34.4344,0,E17
40910,HIP40910,125.230417,14.071111,23.4000,M0,26.0674,0,E17
41130,HIP41130,125.878750,21.849167,27.0000,M0,29.5197,0,E17
41211,HIP41211,126.145833,-3.751111,27.2000,F3V,18.7386,0,E17
41307,HIP41307,126.415000,-3.906389,38.3000,A0V,18.8918,0,E17
41312,HIP41312,126.434167,-66.136667,33.1000,K2IIIva,-15.8430,0,E17
41484,HIP41484,126.903333,45.652778,21.7000,G5V,35.4189,0,E17
GJ1111,GJ1111,127.456250,26.776944,3.6200,M6.0V,32.4216,0,E17
41689,HIP41689,127.484583,61.725556,19.1000,M0,35.2570,0,E17
41926,HIP41926,128.214583,-31.500833,12.1000,K0V,4.9736,0,E17
42074,HIP42074,128.631667,-0.725833,21.7000,G5,22.4052,0,E17
42080,HIP42080,128.650417,65.145000,48.4000,A2m,35.2053,0,E17
42172,HIP42172,128.962500,6.620000,26.5000,F8V,26.2021,0,E17
42173,HIP42173,128.963750,6.622778,23.4000,G5V,26.2045,0,E17
42220,HIP42220,129.106250,67.295000,13.8000,M2,34.9294,0,E17
42333,HIP42333,129.459583,-6.806667,23.6000,G0,19.9774,0,E17
42418,HIP42418,129.750833,6.955278,25.4000,K0,27.0518,0,E17
42438,HIP42438,129.798750,65.020833,14.2000,G1.5Vb,35.7042,0,E17
42499,HIP42499,129.961667,11.522500,18.5000,K1V,29.2337,0,E17
42697,HIP42697,130.531250,-42.929167,22.3000,K2V,-0.4549,0,E17
42748,HIP42748,130.685417,9.556667,13.3000,M0,29.0369,0,E17
42762,HIP42762,130.717500,9.553056,15.4000,M5,29.0638,0,E17
42806,HIP42806,130.821250,21.468333,48.5000,A1IV,33.7267,0,E17
42808,HIP42808,130.825000,-38.882222,11.1000,K2V,2.2151,0,E17
42913,HIP42913,131.175833,-54.708611,24.4000,A1V,-7.3708,0,E17
42940,HIP42940,131.293333,41.671667,25.9000,K3V,38.2944,0,E17
43233,HIP43233,132.109167,6.468333,25.8000,M0,28.9118,0,E17
43534,HIP43534,133.001250,66.131389,16.4000,K5,36.7139,0,E17
43557,HIP43557,133.068333,8.062778,24.1000,G0,30.4861,0,E17
43587,HIP43587,133.149167,28.330556,12.5000,G8V,37.6988,1,E17
43667,HIP43667,133.447083,35.221944,25.8000,M0V:,39.2682,0,E17
43726,HIP43726,133.574583,-5.434444,17.0000,G3V,24.1641,0,E17
43790,HIP43790,133.781667,1.546389,20.0000,M1,28.0006,1,E17
43797,HIP43797,133.799167,-54.965556,24.1000,F6V,-6.3547,0,E17
43852,HIP43852,133.982083,36.196111,26.1000,G5,39.8298,0,E17
43970,HIP43970,134.312083,15.322500,49.0000,A5III,34.6371,0,E17
44001,HIP44001,134.396667,15.581111,49.2000,F0IV,34.8117,0,E17
44072,HIP44072,134.659167,20.546667,20.6000,M0,36.8114,0,E17
44075,HIP44075,134.682917,-16.132500,21.3000,F7/F8IV,18.9119,0,E17
44127,HIP44127,134.802083,48.041667,14.6000,A7IV,40.8363,0,E17
44143,HIP44143,134.850833,-59.083611,26.1000,F3V,-8.5656,0,E17
44248,HIP44248,135.160000,41.782778,16.4000,F5V,41.1818,0,E17
44295,HIP44295,135.322917,15.265556,18.3000,M0V:p..,35.5148,0,E17
44382,HIP44382,135.611667,-66.395833,38.1000,Am,-13.0051,0,E17
44722,HIP44722,136.688750,-8.806667,14.5000,M0,24.8233,0,E17
44897,HIP44897,137.212917,33.881944,19.1000,F9V,42.1550,0,E17
44899,HIP44899,137.217083,-34.842500,22.3000,K7V,8.7262,0,E17
44901,HIP44901,137.217917,51.604444,29.3000,Am,42.0157,0,E17
44955,HIP44955,137.377500,32.819167,21.1000,M2,42.1417,0,E17
44984,HIP44984,137.443333,11.564167,37.6000,F2p,35.8964,0,E17
45038,HIP45038,137.597917,67.133889,20.4000,F7IV-V,38.1131,0,E17
45075,HIP45075,137.729583,63.513611,37.3000,Am,39.4238,0,E17
45170,HIP45170,138.073333,14.995833,20.4000,G9V,37.8577,0,E17
45336,HIP45336,138.591250,2.314167,39.4000,B9.5V,32.5295,0,E17
45343,HIP45343,138.595000,52.686389,6.1800,M0V,42.6676,0,E17
120005,HIP120005,138.602917,52.686111,6.2700,K2,42.6724,1,E17
45383,HIP45383,138.723750,4.442778,18.4000,K0,33.7224,0,E17
45493,HIP45493,139.047083,54.021667,36.2000,A5V,42.6647,0,E17
45617,HIP45617,139.472917,28.560278,17.5000,K3V,43.1734,0,E17
45637,HIP45637,139.537083,-57.768611,23.4000,K7V,-5.8655,0,E17
45688,HIP45688,139.710833,36.802500,37.3000,A1V,44.4709,0,E17
45836,HIP45836,140.182500,51.265833,29.0000,F3V,43.8943,0,E17
45839,HIP45839,140.184583,-5.753889,24.1000,K2,29.4194,0,E17
45908,HIP45908,140.406667,-60.281944,10.4000,M0V,-7.3043,1,E17
45963,HIP45963,140.607917,40.200833,24.2000,K2V,45.2732,0,E17
46199,HIP46199,141.295000,46.098056,25.7000,K0,45.4129,0,E17
46343,HIP46343,141.721250,75.934167,20.0000,K2,35.3120,0,E17
46417,HIP46417,141.984167,80.580000,22.9000,K8,32.8029,0,E17
46509,HIP46509,142.287083,-2.768889,17.0000,F6V,32.8572,0,E17
46549,HIP46549,142.395833,-5.372500,23.5000,M0:,31.4232,0,E17
46580,HIP46580,142.478333,5.655000,12.6000,K3V,37.5675,0,E17
46626,HIP46626,142.617083,-32.103333,19.3000,K3/K4V,13.8759,0,E17
46651,HIP46651,142.675000,-40.466667,18.5000,F2IV,7.9099,0,E17
46706,HIP46706,142.830833,-13.488611,10.5000,M2,26.7182,0,E17
46733,HIP46733,142.882083,63.061667,23.1000,F0IV,41.7434,0,E17
46769,HIP46769,142.984583,36.320000,13.5000,M0,47.0717,0,E17
46816,HIP46816,143.106667,-11.184444,18.3000,K0,28.4012,0,E17
46843,HIP46843,143.182500,26.988333,17.7000,K0,46.0644,0,E17
46853,HIP46853,143.214167,51.677222,13.4000,F6IV,45.6498,0,E17
47080,HIP47080,143.914583,35.810000,11.1000,G8IV-V,47.8020,0,E17
47103,HIP47103,144.006667,-21.660556,8.9700,K,22.0830,1,E17
47175,HIP47175,144.206250,-49.355000,32.9000,A5V,2.1195,0,E17
47201,HIP47201,144.297083,22.693889,21.9000,M0V:,45.9983,0,E17
47300,HIP47300,144.590833,40.239722,38.3000,F0V,48.3118,0,E17
47425,HIP47425,144.943333,-41.067500,9.4900,M:,8.6359,0,E17
47513,HIP47513,145.293333,13.209444,11.3000,M2,43.5366,0,E17
47592,HIP47592,145.560000,-23.915556,14.8000,G0V,21.5239,0,E17
47690,HIP47690,145.857083,42.691389,17.7000,K5V,49.0510,0,E17
47701,HIP47701,145.888750,29.974444,48.8000,A2IV,48.9285,0,E17
47741,HIP47741,145.981667,26.968889,14.1000,M:,48.5031,0,E17
47780,HIP47780,146.124167,-45.776389,9.8100,M1:,5.6621,1,E17
48331,HIP48331,147.779583,-43.502778,11.1000,K5V,8.1600,0,E17
48336,HIP48336,147.790000,-12.329722,13.6000,M0,31.1102,0,E17
48390,HIP48390,147.970833,24.395278,40.1000,A5IV,49.6919,0,E17
48411,HIP48411,148.047500,3.221667,20.9000,K5,40.9960,0,E17
48477,HIP48477,148.299167,-3.690000,15.6000,M0,37.1186,0,E17
48659,HIP48659,148.849583,-27.261111,11.4000,---,21.1087,0,E17
48714,HIP48714,149.036250,62.788333,10.4000,M2,44.3580,1,E17
48833,HIP48833,149.420833,41.055556,28.8000,F6Vs,51.8866,0,E17
48904,HIP48904,149.642917,-46.425000,15.9000,M5,6.7036,0,E17
48926,HIP48926,149.717917,-35.890833,32.6000,A8IV,14.9977,0,E17
