hip,name,ra_deg,dec_deg,dist_pc,spec_type,gal_lat,exoplanet,bl_paper,object_type
18113,HIP18113,58.08609873363,62.34483319922,,,,,,Star
18146,HIP18146,58.19727851198,9.97873895536,,,,,,Star
1815,HIP1815,5.75382631369,-6.37000979734,,,,,,HighPM*
18204,HIP18204,58.39803509943,30.77344621051,,,,,,Star
18258,HIP18258,58.58622245091,30.9985782858,,,,,,Star
18345,HIP18345,58.83077723,35.13117546,,,,,,**
18366,HIP18366,58.90449766881,52.22682065538,,,,,,HighPM*
1837,HIP1837,5.81650837687,-33.16752546055,,,,,,HighPM*
18392,HIP18392,58.97855596,32.15492004,,,,,,**
184,HIP184,0.58976198687,11.00623756195,,,,,,Star
1840,HIP1840,5.82445650453,60.23562216679,,,,,,Star
18421,HIP18421,59.07718172113,40.86223355678,,,,,,Star
18434,HIP18434,59.1195491309621,35.0808931792811,,,,,,Cepheid
18438,HIP18438,59.12597336023,71.82162736461,,,,,,HighPM*
18450,HIP18450,59.15158438062,-41.3435693702,,,,,,HighPM*
1846,HIP1846,5.83546976,61.21557492,,,,,,**
18464,HIP18464,59.18786980934,36.00252729238,,,,,,HighPM*
185,HIP185,0.59003849821,10.78536381865,,,,,,HighPM*
18501,HIP18501,59.34427565779,3.52790809961,,,,,,EmLine*
18521,HIP18521,59.40859783514,6.87380644704,,,,,,Star
18524,HIP18524,59.40952818592,3.19011441782,,,,,,Star
18532,HIP18532,59.463497424225,40.0101997815597,,,,,,bCepV*
18552,HIP18552,59.5569867313,39.45555064431,,,,,,Star
18555,HIP18555,59.56442944665,7.60528743653,,,,,,Star
18566,HIP18566,59.62255090169,8.36836952927,,,,,,Star
18574,HIP18574,59.64158948251,68.35689628284,,,,,,Star
18658,HIP18658,59.91873338158,10.33037776278,,,,,,SB*
18688,HIP18688,60.04352152624,40.01372707952,,,,,,Star
187,HIP187,0.60229018965,-6.05926740296,,,,,,HighPM*
18700,HIP18700,60.09329945378,10.78761006678,,,,,,HighPM*
18715,HIP18715,60.13581664264,10.16749559027,,,,,,EmLine*
18751,HIP18751,60.2479927097,-4.71567008854,,,,,,Star
18763,HIP18763,60.28265196646,8.45992469635,,,,,,EmLine*
18770,HIP18770,60.31949872001,40.09462551014,,,,,,HighPM*
18778,HIP18778,60.3389887414325,9.33373048683,,,,,,Star
18810,HIP18810,60.45902982649,7.60488418497,,,,,,Star
18840,HIP18840,60.5939388,-7.00508772,,,,,,**
18851,HIP18851,60.62252649715,39.09725872066,,,,,,PulsV*
18912,HIP18912,60.79521725025,38.05481478667,,,,,,alf2CVnV*
18955,HIP18955,60.93404536135,22.94428444659,,,,,,Star
18962,HIP18962,60.95074719992,51.89823947941,,,,,,Star
18973,HIP18973,60.9802373495392,39.7386666065542,,,,,,HighPM*
18977,HIP18977,60.99453919272,-6.05183199848,,,,,,gammaDorV*
190,HIP190,0.6054331646324,10.77630732539,,,,,,**
19007,HIP19007,61.08459343089,-4.65513834272,,,,,,HighPM*
19022,HIP19022,61.12425131878,-6.17282953644,,,,,,SB*
19027,HIP19027,61.13403072148,-3.33958047908,,,,,,EmLine*
19061,HIP19061,61.27048797321,-4.78561138076,,,,,,HighPM*
19072,HIP19072,61.31408589182,23.79722458751,,,,,,Star
19120,HIP19120,61.48068755729,15.49900276338,,,,,,SB*
19135,HIP19135,61.51805896202,53.59517132455,,,,,,Star
19148,HIP19148,61.56719884414,15.69812048525,,,,,,HighPM*
19164,HIP19164,61.64146316037,72.0349854834,,,,,,Star
19187,HIP19187,61.68447552033,17.6634341933,,,,,,Star
19189,HIP19189,61.6865302,5.68682176,,,,,,**
19207,HIP19207,61.75510661293,15.33502936321,,,,,,HighPM*
19249,HIP19249,61.87196810277,-6.00737774466,,,,,,Star
19263,HIP19263,61.92999580145,16.51879009505,,,,,,HighPM*
19281,HIP19281,61.97778289585,16.53061282734,,,,,,Star
19289,HIP19289,62.02020843417,79.61654698963,,,,,,HighPM*
19333,HIP19333,62.14882378977,-59.52681950056,,,,,,HighPM*
1936,HIP1936,6.1080553266517,-27.0267723991689,,,,,,HighPM*
19377,HIP19377,62.26295423496,71.3436829056,,,,,,Star
19402,HIP19402,62.34303379342,73.57041061079,,,,,,HighPM*
19450,HIP19450,62.47637323033,53.86915399748,,,,,,Star
19451,HIP19451,62.48462790788,15.86812844619,,,,,,Star
19465,HIP19465,62.52538867978,52.49611394978,,,,,,Star
19519,HIP19519,62.72987193751,15.94664837209,,,,,,Star
19586,HIP19586,62.96388457274,24.43080146099,,,,,,Star
19591,HIP19591,62.98427714112,23.63636465928,,,,,,RSCVnV*
19616,HIP19616,63.05298949475,20.74517894848,,,,,,ChemPec*
19665,HIP19665,63.19944689471,20.73520388556,,,,,,ChemPec*
19669,HIP19669,63.20433516329,19.53875410049,,,,,,Star
19734,HIP19734,63.45172355318,52.25235141174,,,,,,Star
19763,HIP19763,63.56234413999,18.89400740546,,,,,,SB*
19772,HIP19772,63.58728015084,19.57965988374,,,,,,HighPM*
19793,HIP19793,63.63464390524,23.57494406529,,,,,,BYDraV*
19822,HIP19822,63.7543522176,15.73772352643,,,,,,Star
19829,HIP19829,63.77627237966,24.3101277056,,,,,,Star
19834,HIP19834,63.79336856324,14.39845559932,,,,,,HighPM*
19847,HIP19847,63.82255921984,18.62541883034,,,,,,Star
19862,HIP19862,63.89036662432,15.70626726864,,,,,,HighPM*
19870,HIP19870,63.92682080953,20.81979804695,,,,,,SB*
19884,HIP19884,63.9870897568254,-53.3098074195183,,,,,,HighPM*
19893,HIP19893,64.00661092702,-51.48664797621,,,,,,gammaDorV*
19902,HIP19902,64.04232705315,25.51794706127,,,,,,Star
19949,HIP19949,64.17954879257,53.61180021655,,,,,,Star
1997,HIP1997,6.3281234837688,32.5035081803236,,,,,,Star
19975,HIP19975,64.2551001143629,19.6756786783936,,,,,,**
19987,HIP19987,64.3059841417,-7.39428013933,,,,,,Star
20007,HIP20007,64.34718587954,72.43068992777,,,,,,Star
20011,HIP20011,64.36448103867,16.59065318772,,,,,,Star
20012,HIP20012,64.3665062267234,23.4684616181,,,,,,HighPM*
20019,HIP20019,64.41227436048,16.94782983863,,,,,,SB*
20028,HIP20028,64.43718786317,52.37259517553,,,,,,HighPM*
20041,HIP20041,64.47312192577,17.39930048493,,,,,,Star
20047,HIP20047,64.48802380725,24.57793999703,,,,,,Star
20056,HIP20056,64.50765532389,18.2568047868,,,,,,RSCVnV*
20082,HIP20082,64.58029895483,16.08833137851,,,,,,BYDraV*
20086,HIP20086,64.5916795765,17.42164002416,,,,,,HighPM*
20137,HIP20137,64.76123893,-7.42312001,,,,,,**
20146,HIP20146,64.78336635298,17.5247542998,,,,,,HighPM*
20215,HIP20215,64.9785859642575,16.5225626633703,,,,,,**
2023,HIP2023,6.41837708929,22.94517770976,,,,,,Star
20237,HIP20237,65.05402757468,19.23347734727,,,,,,BYDraV*
20244,HIP20244,65.06929081174,7.85369504966,,,,,,Star
20273,HIP20273,65.18336255063,8.4089917306,,,,,,HighPM*
20350,HIP20350,65.38445203503,18.41758211376,,,,,,HighPM*
20352,HIP20352,65.38700683934,16.80295829094,,,,,,HighPM*
20356,HIP20356,65.3923739023696,6.9742621299442,,,,,,**
20360,HIP20360,65.40627156249,-6.28416275019,,,,,,Star
20369,HIP20369,65.42720077907,19.46854643327,,,,,,Star
20371,HIP20371,65.43892785992,13.58493496093,,,,,,Star
20381,HIP20381,65.47046830741,54.26024074007,,,,,,Star
20393,HIP20393,65.49906376325,11.57300884458,,,,,,EmLine*
20397,HIP20397,65.50394413372,12.50908333091,,,,,,HighPM*
20400,HIP20400,65.51465891589,14.07719803474,,,,,,delSctV*
20441,HIP20441,65.686333500575,16.7908773751687,,,,,,SB*
20477,HIP20477,65.83231186678,-0.96901083564,,,,,,HighPM*
20482,HIP20482,65.84521000703,19.65869926426,,,,,,BYDraV*
20505,HIP20505,65.9173018566,-19.47309279855,,,,,,Star
20527,HIP20527,65.97671911302,14.05210432217,,,,,,HighPM*
20541,HIP20541,66.0226961817,53.49526816427,,,,,,HighPM*
20553,HIP20553,66.05196286165,14.75821270311,,,,,,BYDraV*
20563,HIP20563,66.07058232597,18.00292050937,,,,,,BYDraV*
20567,HIP20567,66.09280509882,17.07895461286,,,,,,HighPM*
20577,HIP20577,66.11802904309,16.88616747743,,,,,,BYDraV*
20589,HIP20589,66.14830704045,-12.29864121749,,,,,,Star
20598,HIP20598,66.17476835,-8.75331056,,,,,,**
20603,HIP20603,66.1911112951,-9.22348229923,,,,,,Star
20605,HIP20605,66.20024230819,15.8747037329,,,,,,**
20614,HIP20614,66.23803150959,19.04200909623,,,,,,HighPM*
20655,HIP20655,66.38946372156,54.81870556618,,,,,,Star
20674,HIP20674,66.42487625812,29.90746226345,,,,,,Star
20679,HIP20679,66.4482761374247,18.0171931958702,,,,,,SB*
20692,HIP20692,66.48420973214,1.03177750653,,,,,,Star
20715,HIP20715,66.58792603795,8.59026446172,,,,,,bCepV*
20718,HIP20718,66.599022489,8.28740563643,,,,,,Star
20720,HIP20720,66.60849425479,54.72060387192,,,,,,Star
20728,HIP20728,66.62925960174,29.26263096262,,,,,,HighPM*
2072,HIP2072,6.5508389318483,-43.6798306587444,,,,,,HighPM*
20731,HIP20731,66.65043891545,7.08579754883,,,,,,Star
20745,HIP20745,66.67842853,12.68657875,,,,,,**
20748,HIP20748,66.69267049,55.64373275,,,,,,**
20757,HIP20757,66.71496683414,-7.59300850842,,,,,,Star
20761,HIP20761,66.72176096275,-18.65615461794,,,,,,HighPM*
20762,HIP20762,66.72642601469,13.1381764762,,,,,,HighPM*
20789,HIP20789,66.8227117865,22.99632727822,,,,,,**
20794,HIP20794,66.84252763453,7.06248620536,,,,,,Star
20806,HIP20806,66.88293841,-17.10848289,,,,,,**
20816,HIP20816,66.89982267189,6.61198783701,,,,,,alf2CVnV*
2081,HIP2081,6.57104752,-42.30598719,,,,,,SB*
20826,HIP20826,66.94197747012,11.73641899617,,,,,,HighPM*
20834,HIP20834,66.97045535116,24.4449659534822,,,,,,HighPM*
20849,HIP20849,67.01676081697,-12.00210969873,,,,,,Star
20857,HIP20857,67.04502458731,-12.26524446543,,,,,,Star
20878,HIP20878,67.11193415712,53.44157856359,,,,,,Star
20897,HIP20897,67.17573731634,20.67743095146,,,,,,Star
20904,HIP20904,67.2166437612385,30.3615500080568,,,,,,SB*
20936,HIP20936,67.33612015376,5.79461923345,,,,,,Star
20969,HIP20969,67.4394129849,-0.91986447003,,,,,,ChemPec*
20989,HIP20989,67.51561738889,29.04119206246,,,,,,Star
20994,HIP20994,67.53333891371,20.87659913599,,,,,,Star
21090,HIP21090,67.79555493268,14.68977177304,,,,,,Star
21105,HIP21105,67.84645436409,31.27816520436,,,,,,Star
21112,HIP21112,67.87228909752,13.90342620697,,,,,,SB*
21122,HIP21122,67.90065833043,29.92707446814,,,,,,Star
21152,HIP21152,68.02003578571,5.4100411573,,,,,,HighPM*
21161,HIP21161,68.05080197528,-1.50745296709,,,,,,Star
2117,HIP2117,6.71766803524,-5.52269039279,,,,,,Star
2119,HIP2119,6.72093010491,-5.51650547694,,,,,,Star
21208,HIP21208,68.23798264521,-0.15081509103,,,,,,Star
2121,HIP2121,6.72133942952,-0.92968577239,,,,,,Star
21210,HIP21210,68.24206005515,-15.7681620619,,,,,,Star
21222,HIP21222,68.24229143232,-16.54311153337,,,,,,HighPM*
21246,HIP21246,68.37035058221,24.27931284416,,,,,,Star
21248,HIP21248,68.37730105433,-29.76649184907,,,,,,HighPM*
21279,HIP21279,68.47917231585,-18.17957234285,,,,,,HighPM*
21307,HIP21307,68.6118761313,0.40699265507,,,,,,HighPM*
2131,HIP2131,6.7582352009,60.40281264874,,,,,,HighPM*
21341,HIP21341,68.68933955752,22.69231401834,,,,,,HighPM*
21348,HIP21348,68.70904547268,22.89044572297,,,,,,Star
21370,HIP21370,68.77846080186,-8.69346887884,,,,,,Star
21382,HIP21382,68.83802522213,-8.29168776487,,,,,,Star
214,HIP214,0.66917939828,28.54222949779,,,,,,Star
21409,HIP21409,68.93120580269,-19.22346879319,,,,,,Star
21410,HIP21410,68.93139653014,59.40081820041,,,,,,Star
21430,HIP21430,69.01569717947,-18.72609646912,,,,,,Star
21432,HIP21432,69.01924356311,9.20482488515,,,,,,EmLine*
21434,HIP21434,69.0388988,8.22578002,,,,,,**
21453,HIP21453,69.10320456454,13.12264902657,,,,,,Star
21488,HIP21488,69.22467182,-14.92569928,,,,,,**
21489,HIP21489,69.22628720957,-14.88671096982,,,,,,HighPM*
21508,HIP21508,69.28454189062,-14.11762119336,,,,,,Star
21542,HIP21542,69.38223279201,14.30202062658,,,,,,Star
21544,HIP21544,69.38509057725,60.09033533853,,,,,,Star
21558,HIP21558,69.4313121257,78.98661433862,,,,,,Star
21597,HIP21597,69.5519255803,65.2655905735,,,,,,Star
21626,HIP21626,69.6510017165,8.17517874711,,,,,,Be*
21627,HIP21627,69.65377418979,58.66237697187,,,,,,Star
21654,HIP21654,69.73883800884,14.10556781123,,,,,,SB*
21670,HIP21670,69.77566257788,7.87098705899,,,,,,HighPM*
21689,HIP21689,69.84645496499,25.21827663056,,,,,,Star
21705,HIP21705,69.90510182567,-14.59556898428,,,,,,HighPM*
21710,HIP21710,69.9275357035613,9.8720698284228,,,,,,SB*
21720,HIP21720,69.94763496232,66.86802877669,,,,,,Star
21759,HIP21759,70.0875619349,25.05214817291,,,,,,Star
21768,HIP21768,70.13599543971,24.44203605083,,,,,,OrionV*
21854,HIP21854,70.49429610969,65.09573314423,,,,,,Star
2191,HIP2191,6.91881851609,58.5539104671,,,,,,Star
21918,HIP21918,70.70347764257,12.20976544165,,,,,,HighPM*
21921,HIP21921,70.7092432225642,66.7358178984089,,,,,,HighPM*
21973,HIP21973,70.84048123687,12.44601017768,,,,,,Star
21991,HIP21991,70.90140316452,-15.80505745216,,,,,,HighPM*
2201,HIP2201,6.9580846313637,-6.4860938718133,,,,,,HighPM*
22052,HIP22052,71.14099794572,-16.06503906479,,,,,,Star
2206,HIP2206,6.9707914364308,23.57156735824,,,,,,**
22075,HIP22075,71.22942936204,52.33967840658,,,,,,Star
22143,HIP22143,71.47770070312,52.77809003338,,,,,,Star
22157,HIP22157,71.50725170684,11.70558675822,,,,,,HighPM*
22160,HIP22160,71.52035806429,78.34391267221,,,,,,Star
22188,HIP22188,71.59695240301,79.1513564677,,,,,,Star
22191,HIP22191,71.60360986572,64.60800318953,,,,,,HighPM*
22236,HIP22236,71.75890695376,41.30502915546,,,,,,Star
22264,HIP22264,71.9042556009,11.78669138411,,,,,,Star
22267,HIP22267,71.91679420534,13.11465519396,,,,,,Star
22270,HIP22270,71.92241602146,-0.08884972463,,,,,,Star
22279,HIP22279,71.9564316776725,53.3011194410961,,,,,,**
22296,HIP22296,72.0244691823,0.6757828794,,,,,,Star
22297,HIP22297,72.02511402264,52.60629932345,,,,,,ChemPec*
22317,HIP22317,72.10203340188,1.46822452136,,,,,,Star
22343,HIP22343,72.16433334189,3.6492826171,,,,,,Star
22367,HIP22367,72.23439903068,3.68970043619,,,,,,Star
22394,HIP22394,72.30410860571,24.80284079139,,,,,,RSCVnV*
22412,HIP22412,72.34328732065,-3.78240984493,,,,,,EmLine*
22413,HIP22413,72.35499087522,47.19474158083,,,,,,Star
22424,HIP22424,72.3864598040442,-14.7895737019989,,,,,,HighPM*
2243,HIP2243,7.11903935853,32.43774326567,,,,,,alf2CVnV*
22432,HIP22432,72.40831123292,-15.80903076547,,,,,,HighPM*
22438,HIP22438,72.42496601962,47.51155241694,,,,,,Star
22442,HIP22442,72.43454797743,-15.74117859948,,,,,,RRLyrae
22446,HIP22446,72.45010710148,23.39575685238,,,,,,HighPM*
22454,HIP22454,72.47866578555,-2.47740707348,,,,,,delSctV*
22483,HIP22483,72.55590160548,2.27300918939,,,,,,SB*
225,HIP225,0.70010803006,-15.04054139244,,,,,,Star
22511,HIP22511,72.65740434021,-4.12138125408,,,,,,Star
22536,HIP22536,72.75263266157,24.1226593567,,,,,,Star
22574,HIP22574,72.8682642968,-0.54662655534,,,,,,gammaDorV*
2258,HIP2258,7.19097976967,42.38504099938,,,,,,Star
22634,HIP22634,73.0455487439529,0.7522369755903,,,,,,Star
22644,HIP22644,73.08192071358,-7.89570497087,,,,,,Variable*
22652,HIP22652,73.09215158307,-3.17292829229,,,,,,Star
22676,HIP22676,73.15329181998,17.3334740981,,,,,,Star
22687,HIP22687,73.18576135154,-7.65171094026,,,,,,Star
22689,HIP22689,73.19134049753,0.68723878544,,,,,,Star
22709,HIP22709,73.25243425064,55.04494110363,,,,,,Star
22720,HIP22720,73.29075810206,52.84115492431,,,,,,Star
22738,HIP22738,73.38003506,-55.8603103,,,,,,SB*
22740,HIP22740,73.38288368924,16.821971631,,,,,,Star
22773,HIP22773,73.4818453059,15.93171701954,,,,,,HighPM*
22790,HIP22790,73.54818678709,-14.94336242815,,,,,,Star
22812,HIP22812,73.6165644017,-3.2259221131,,,,,,**
22908,HIP22908,73.93987033352,-2.33775496781,,,,,,Star
22909,HIP22909,73.94002604475,-7.8938062166,,,,,,Star
22924,HIP22924,73.99402149371,-14.87397645079,,,,,,HighPM*
22936,HIP22936,74.0294682528,52.86973734086,,,,,,Star
22954,HIP22954,74.07897805,-1.87017831,,,,,,**
22962,HIP22962,74.1094622432,-15.38074945811,,,,,,Star
22966,HIP22966,74.13091371465,40.16918538938,,,,,,Star
22979,HIP22979,74.17844621,39.28986015,,,,,,**
22991,HIP22991,74.19961856139,-16.13508066747,,,,,,Star
230,HIP230,0.71587526734,30.33653991461,,,,,,HighPM*
23020,HIP23020,74.2604500299,49.92207378346,,,,,,HighPM*
23040,HIP23040,74.3216574649263,53.7521020135608,,,,,,SB*
23049,HIP23049,74.40492577501,17.39217496599,,,,,,SB*
23139,HIP23139,74.68709809027,17.98708025698,,,,,,HighPM*
23166,HIP23166,74.7556771,-16.37602473,,,,,,**
23167,HIP23167,74.76127981346,21.73645949719,,,,,,HighPM*
23194,HIP23194,74.87164470964,-2.0665462714,,,,,,Star
23214,HIP23214,74.9346751193,15.91673241203,,,,,,HighPM*
23237,HIP23237,75.00515047648,-15.79866414963,,,,,,Star
23253,HIP23253,75.05784786094,20.92776546,,,,,,Star
23261,HIP23261,75.07641520227,39.39470533263,,,,,,**
23274,HIP23274,75.1089412939763,41.9616387174103,,,,,,**
23284,HIP23284,75.13973792232,22.61573775505,,,,,,Star
23305,HIP23305,75.18246384218,-7.53164395483,,,,,,Star
23319,HIP23319,75.22595919066,-2.41864165155,,,,,,Star
2336,HIP2336,7.46526337826,38.32414494359,,,,,,HighPM*
23364,HIP23364,75.3597740931633,-7.1739647864411,,,,,,**
2337,HIP2337,7.46623753411,-14.86410891068,,,,,,HighPM*
23386,HIP23386,75.41071408959,-2.72070439736,,,,,,Star
23411,HIP23411,75.47376287447,-19.66273414481,,,,,,SB*
2343,HIP2343,7.48056403081,-1.11774671331,,,,,,HighPM*
23452,HIP23452,75.6186289760158,-21.2566785552456,,,,,,**
2351,HIP2351,7.50013741101,-14.42364877189,,,,,,Star
23516,HIP23516,75.84118250213,-23.2503083581586,,,,,,SB*
23556,HIP23556,75.97488517499,40.68330451949,,,,,,Star
23586,HIP23586,76.0749883881267,-6.0312933618278,,,,,,**
2360,HIP2360,7.53869538939,24.60723549315,,,,,,EmLine*
23650,HIP23650,76.24431769613,41.88042278968,,,,,,Star
23655,HIP23655,76.25918076637,43.31281554471,,,,,,HighPM*
23659,HIP23659,76.2673239164,-1.31134715409,,,,,,Star
2366,HIP2366,7.54965583906,35.64354439413,,,,,,Star
23664,HIP23664,76.2799431793,39.27886427879,,,,,,Star
23688,HIP23688,76.3696193740092,40.2573244532461,,,,,,HighPM*
23693,HIP23693,76.37773197557,-57.47270469412,,,,,,HighPM*
23708,HIP23708,76.44738360624,-57.55383203246,,,,,,HighPM*
23716,HIP23716,76.48014079,-13.91374536,,,,,,**
23735,HIP23735,76.53624404891,-13.64998074863,,,,,,SB*
23752,HIP23752,76.57871943,2.9538821,,,,,,**
23755,HIP23755,76.59230934891,-14.69657696912,,,,,,alf2CVnV*
23757,HIP23757,76.59545995155,2.67326224801,,,,,,Star
23777,HIP23777,76.65309526838,-13.12262127748,,,,,,Star
23809,HIP23809,76.75879922588,-0.79240020059,,,,,,SB*
23818,HIP23818,76.79060394457,-19.39190343567,,,,,,**
23825,HIP23825,76.82677481238,42.09558703003,,,,,,Star
2386,HIP2386,7.61144412214,-15.91526211982,,,,,,HighPM*
23867,HIP23867,76.94275743682,0.25656365157,,,,,,Star
23903,HIP23903,77.03101237322,-0.60838037023,,,,,,SB*
2393,HIP2393,7.6223510143,32.17690659309,,,,,,Star
23943,HIP23943,77.18756033814,75.8930400077,,,,,,Star
23970,HIP23970,77.28544260508,-14.73221660292,,,,,,Star
23997,HIP23997,77.38119642286,3.86071835504,,,,,,Star
2400,HIP2400,7.64556787579,36.16906452512,,,,,,Star
24030,HIP24030,77.48732907025,5.55742813953,,,,,,HighPM*
24036,HIP24036,77.50549967075,75.68183748559,,,,,,Star
24092,HIP24092,77.63733020489,-18.66244361948,,,,,,Star
24093,HIP24093,77.63761104631,5.31495316168,,,,,,Star
24094,HIP24094,77.6382001266,-15.9876518175,,,,,,Star
24116,HIP24116,77.69805428575,20.5691741783,,,,,,SB*
24125,HIP24125,77.7276348843,79.48143069439,,,,,,Star
2420,HIP2420,7.71787523285,41.52163555035,,,,,,Star
24301,HIP24301,78.2226498036,19.7221695857805,,,,,,HighPM*
24305,HIP24305,78.23292901709,-16.20546349975,,,,,,alf2CVnV*
2434,HIP2434,7.75669190957,43.37397572801,,,,,,HighPM*
24416,HIP24416,78.58024274722,11.48818082388,,,,,,Star
24425,HIP24425,78.61522694495,-10.41660987329,,,,,,SB*
24440,HIP24440,78.6480063894629,76.4727564651508,,,,,,Star
24452,HIP24452,78.68760327,12.52539858,,,,,,**
24493,HIP24493,78.82707229936,-1.40915576632,,,,,,HighPM*
24527,HIP24527,78.93045434732,12.87930868899,,,,,,HighPM*
24531,HIP24531,78.94332606288,-1.2779038547,,,,,,ChemPec*
24552,HIP24552,79.00198549222,-9.80983160667,,,,,,Ae*
24580,HIP24580,79.1028928637,-1.6420129511,,,,,,**
24636,HIP24636,79.29862793361,-1.96253168601,,,,,,Star
24659,HIP24659,79.3712030790154,-34.8952007672378,,,,,,HighPM*
24689,HIP24689,79.43245449389,-0.37010187295,,,,,,Star
2469,HIP2469,7.8379535718,39.01091630371,,,,,,Star
24692,HIP24692,79.43794267622,-8.65181720966,,,,,,HighPM*
24709,HIP24709,79.50409651256,-0.03769406826,,,,,,Variable*
2471,HIP2471,7.84980397878,-2.01737510537,,,,,,SB*
2473,HIP2473,7.85452692952,38.98058723557,,,,,,Star
24758,HIP24758,79.62489346357,-1.1382400545,,,,,,Star
24783,HIP24783,79.69662695234,-21.39375686283,,,,,,HighPM*
24849,HIP24849,79.9115569556117,-1.1084971897983,,,,,,Star
24851,HIP24851,79.91710250537,-1.35620812155,,,,,,Star
2493,HIP2493,7.9100323483,58.1436616736,,,,,,**
2500,HIP2500,7.92615175606,3.75625140793,,,,,,Star
2510,HIP2510,7.95729526831,4.84616151369,,,,,,gammaDorV*
25127,HIP25127,80.6780319595,13.22908589447,,,,,,Star
2514,HIP2514,7.97010488687,48.65785900027,,,,,,Star
2521,HIP2521,7.98900179945,3.86237620712,,,,,,Star
25228,HIP25228,80.93272397944,12.77577090681,,,,,,Star
25283,HIP25283,81.12570642031,-38.96965196607,,,,,,HighPM*
25364,HIP25364,81.3780860098,-14.1251806831,,,,,,Star
25365,HIP25365,81.3794977015546,-0.54392469069,,,,,,**
25368,HIP25368,81.40207657361,-1.49129346253,,,,,,Star
25394,HIP25394,81.48281438511,-2.33552225041,,,,,,PulsV*
25421,HIP25421,81.56140871155,-32.5047604555,,,,,,HighPM*
2543,HIP2543,8.0907908951167,58.3385773176456,,,,,,Star
25440,HIP25440,81.6093153526,-14.04920611575,,,,,,HighPM*
25470,HIP25470,81.70123959204,13.58218570278,,,,,,Star
25513,HIP25513,81.84059393884,14.02897415882,,,,,,Star
25516,HIP25516,81.8510304363,53.59107404738,,,,,,Star
25535,HIP25535,81.90419620717,53.75035937188,,,,,,Star
25544,HIP25544,81.91396727198,-60.41599616556,,,,,,HighPM*
25561,HIP25561,81.94917055127,15.06576899814,,,,,,Star
25566,HIP25566,81.97095517082,56.27883283123,,,,,,HighPM*
25577,HIP25577,81.99625985676,12.91169534306,,,,,,EclBin
25582,HIP25582,82.00612562066,1.29825005165,,,,,,Star
25638,HIP25638,82.14488970165,13.67897885542,,,,,,Star
25645,HIP25645,82.17537697764,1.22696980866,,,,,,SB*
25647,HIP25647,82.18696340245,-65.44866642978,,,,,,TTauri*
25650,HIP25650,82.19512553722,54.92944319155,,,,,,Star
25678,HIP25678,82.26167156784,14.74401800578,,,,,,HighPM*
25714,HIP25714,82.35702359906,77.97751582037,,,,,,Star
25716,HIP25716,82.36257213228,15.5772892455,,,,,,HighPM*
25727,HIP25727,82.40648057482,-0.02125698023,,,,,,Star
25749,HIP25749,82.47156284375,53.43280202353,,,,,,Star
25775,HIP25775,82.55835096406,-42.69732774909,,,,,,BYDraV*_Candidate
2578,HIP2578,8.18293906071,-63.0315005636,,,,,,**
2579,HIP2579,8.18367806181,-13.48707180208,,,,,,alf2CVnV*
25790,HIP25790,82.60901566315,15.36044715972,,,,,,Star
2586,HIP2586,8.20875775505,-13.25764306797,,,,,,HighPM*
2587,HIP2587,8.2158860908746,35.8579504575578,,,,,,Star
25883,HIP25883,82.88895485114,64.318774539,,,,,,HighPM*
25899,HIP25899,82.92761068065,55.52105589159,,,,,,HighPM*
2596,HIP2596,8.24550333832,48.65826840984,,,,,,LongPeriodV*
26,HIP26,0.08409513462,-13.39337384093,,,,,,HighPM*
26006,HIP26006,83.25755192208,56.24720835307,,,,,,HighPM*
26017,HIP26017,83.27816086366,-12.90361167855,,,,,,Star
26031,HIP26031,83.30691773691,51.47041878929,,,,,,Star
26033,HIP26033,83.30793837678,39.49987797075,,,,,,Star
26037,HIP26037,83.32033121231,39.50570287812,,,,,,HighPM*
26042,HIP26042,83.32780909012,-11.43488237759,,,,,,SB*
26051,HIP26051,83.36184101655,38.78394106004,,,,,,Star
26074,HIP26074,83.41547071418,-13.53199662632,,,,,,Star
26097,HIP26097,83.48570582245,76.39872183815,,,,,,Star
26106,HIP26106,83.51621148288,-1.035726707,,,,,,Star
26120,HIP26120,83.56211630717,-2.8816650225,,,,,,OrionV*
26124,HIP26124,83.56834817195,56.27142322582,,,,,,**
26133,HIP26133,83.58950778828,-11.76548310268,,,,,,Star
26137,HIP26137,83.60033954206,-4.804337886,,,,,,PulsV*
26156,HIP26156,83.64308349394,-1.74371068519,,,,,,Star
26168,HIP26168,83.6859070151,-11.79853286868,,,,,,Star
26180,HIP26180,83.72131002423,65.1148387439,,,,,,Star
26186,HIP26186,83.73175132931,65.04854247042,,,,,,Star
26195,HIP26195,83.74894467408,59.52393712526,,,,,,Star
26213,HIP26213,83.80328060875,-0.7353641097,,,,,,SB*
26233,HIP26233,83.84111142857,-4.49417343759,,,,,,SB*
26237,HIP26237,83.846519387785,-4.8383499402764,,,,,,YSO
26243,HIP26243,83.86071300215,-15.73793310072,,,,,,PulsV*
26254,HIP26254,83.87598266414,0.49568108429,,,,,,Star
26369,HIP26369,84.22956895097,-47.96331576635,,,,,,Star
26501,HIP26501,84.53912651,-46.10603976,,,,,,**
26549,HIP26549,84.68652242855,-2.60007866108,,,,,,YSO
26551,HIP26551,84.69010556463,-2.59969296634,,,,,,YSO
26556,HIP26556,84.70216809107,55.74797032602,,,,,,Star
26558,HIP26558,84.70915957998,-4.27178107318,,,,,,Star
