target_id,project,source,catalog_ids,ra_deg,dec_deg,data_products_available,estimated_download_gb,search_category,scientific_novelty,prior_significance,followup_leverage,data_quality,method_advantage,publication_value,community_integration,new_followup_balance,storage_cost_penalty,prior_review_adjustment,total_priority,target_selection_score,priority_config_version,status,notes,citations,local_coverage_status,background_target_priority_score,source_hdf5_url
HIP55705,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 55705; HIP55705,171.220417,-17.683889,hdf5_size_preflight_ok,0.270099,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_14/holding/spliced_blc0001020304050607_guppi_57810_22282_HIP55705_0051.gpuspec.0002.h5
HIP57328,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 57328; HIP57328,176.320833,8.258056,hdf5_size_preflight_ok,0.269938,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_77/holding/spliced_blc0001020304050607_guppi_57908_78748_HIP57328_0032.gpuspec.0002.h5
HIP58001,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 58001; HIP58001,178.4575,53.694722,hdf5_size_preflight_ok,0.23838,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_02/holding/spliced_blc0001020304050607_guppi_57605_77731_Hip58001_0015.gpuspec.0002.h5
HIP58684,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 58684; HIP58684,180.528333,43.045556,hdf5_size_preflight_ok,0.264308,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_32/holding/spliced_blc0001020304050607_guppi_57660_63677_HIP58684_0039.gpuspec.0002.h5
HIP59504,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 59504; HIP59504,183.049583,77.616111,hdf5_size_preflight_ok,0.238405,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_251/holding/spliced_blc0001020304050607_guppi_57636_73944_HIP59504_0045.gpuspec.0002.h5
HIP59608,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 59608; HIP59608,183.357917,10.262222,hdf5_size_preflight_ok,0.263233,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_58/holding/spliced_blc0001020304050607_guppi_57692_64286_HIP59608_0033.gpuspec.0002.h5
HIP60965,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 60965; HIP60965,187.46625,-16.515278,hdf5_size_preflight_ok,0.239007,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_238/holding/spliced_blc0001020304050607_guppi_57584_02197_Hip60965_0027.gpuspec.0002.h5
HIP63076,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 63076; HIP63076,193.869167,65.438333,hdf5_size_preflight_ok,0.238815,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_23/holding/spliced_blc0001020304050607_guppi_57642_69997_Hip63076_0045.gpuspec.0002.h5
HIP67301,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 67301; HIP67301,206.885,49.313056,hdf5_size_preflight_ok,0.239144,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_15/holding/spliced_blc0001020304050607_guppi_57626_79639_Hip67301_0036.gpuspec.0002.h5
HIP677,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 677; HIP677,2.097083,29.090278,hdf5_size_preflight_ok,0.238312,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_13/holding/spliced_blc0001020304050607_guppi_57622_37293_Hip677_0051.gpuspec.0002.h5
HIP69483,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69483; HIP69483,213.370833,51.789722,hdf5_size_preflight_ok,0.237936,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_25/holding/spliced_blc0001020304050607_guppi_57650_58720_Hip69483_0015.gpuspec.0002.h5
HIP69713,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69713; HIP69713,214.04125,51.367222,hdf5_size_preflight_ok,0.26762,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_72/holding/spliced_blc0001020304050607_guppi_57713_66376_HIP69713_0003.gpuspec.0002.h5
HIP69732,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69732; HIP69732,214.095833,46.088056,hdf5_size_preflight_ok,0.267775,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_72/holding/spliced_blc0001020304050607_guppi_57713_68441_HIP69732_0009.gpuspec.0002.h5
HIP70400,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70400; HIP70400,216.047083,5.82,hdf5_size_preflight_ok,0.242928,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_166/holding/spliced_blc0001020304050607_guppi_57508_23335_HIP70400_0027.gpuspec.0002.h5
HIP71075,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 71075; HIP71075,218.019583,38.308056,hdf5_size_preflight_ok,0.273768,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_40/holding/spliced_blc0001020304050607_guppi_57849_32181_HIP71075_0079.gpuspec.0002.h5
HIP72220,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 72220; HIP72220,221.562083,1.892778,hdf5_size_preflight_ok,0.241205,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_193/holding/spliced_blc0001020304050607_guppi_57525_19486_HIP72220_0019.gpuspec.0002.h5
HIP74689,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 74689; HIP74689,228.954583,0.371944,hdf5_size_preflight_ok,0.263886,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_91/holding/spliced_blc0001020304050607_guppi_57738_62875_HIP74689_0008.gpuspec.0002.h5
HIP74926,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 74926; HIP74926,229.664583,-18.626389,hdf5_size_preflight_ok,0.263272,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_91/holding/spliced_blc0001020304050607_guppi_57738_67030_HIP74926_0020.gpuspec.0002.h5
HIP75761,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 75761; HIP75761,232.159167,1.841944,hdf5_size_preflight_ok,0.238074,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_242/holding/spliced_blc0001020304050607_guppi_57591_08593_Hip75761_0004.gpuspec.0002.h5
HIP76952,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 76952; HIP76952,235.685833,26.295556,hdf5_size_preflight_ok,0.268302,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_48/holding/spliced_blc0001020304050607_guppi_57862_13836_HIP76952_0002.gpuspec.0002.h5
HIP77060,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 77060; HIP77060,236.018333,-15.672778,hdf5_size_preflight_ok,0.238855,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_29/holding/spliced_blc0001020304050607_guppi_57657_79126_Hip77060_0021.gpuspec.0002.h5
HIP77233,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 77233; HIP77233,236.547083,15.421667,hdf5_size_preflight_ok,0.269471,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_48/holding/spliced_blc0001020304050607_guppi_57862_27141_HIP77233_0026.gpuspec.0002.h5
HIP77464,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 77464; HIP77464,237.236667,-3.818333,hdf5_size_preflight_ok,0.242424,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_52/holding/spliced_blc0001020304050607_guppi_57868_17182_HIP77464_0014.gpuspec.0002.h5
HIP7748,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 7748; HIP7748,24.940417,73.708889,hdf5_size_preflight_ok,0.199944,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16A_999_156/holding/spliced_blc02030405_2bit_guppi_57499_65436_HIP7748_0015.gpuspec.0002.h5
HIP77516,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 77516; HIP77516,237.405,-3.43,hdf5_size_preflight_ok,0.241973,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_52/holding/spliced_blc0001020304050607_guppi_57868_19214_HIP77516_0020.gpuspec.0002.h5
HIP77660,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 77660; HIP77660,237.815,-3.090278,hdf5_size_preflight_ok,0.269617,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_73/holding/spliced_blc0001020304050607_guppi_57902_04640_HIP77660_0002.gpuspec.0002.h5
HIP80628,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 80628; HIP80628,246.950833,-8.371667,hdf5_size_preflight_ok,0.270264,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_30/holding/spliced_blc0001020304050607_guppi_57837_38286_HIP80628_0048.gpuspec.0002.h5
HIP83207,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 83207; HIP83207,255.0725,30.926389,hdf5_size_preflight_ok,0.242782,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_59/holding/spliced_blc3031323334353637_guppi_57876_24009_HIP83207_0038.gpuspec.0002.h5
HIP83613,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 83613; HIP83613,256.344583,12.740833,hdf5_size_preflight_ok,0.24263,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_59/holding/spliced_blc3031323334353637_guppi_57876_30288_HIP83613_0056.gpuspec.0002.h5
HIP84012,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 84012; HIP84012,257.594583,-15.724722,hdf5_size_preflight_ok,0.269908,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_55/holding/spliced_blc0001020304050607_guppi_57871_36633_HIP84012_0009.gpuspec.0002.h5
HIP85699,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 85699; HIP85699,262.698333,86.967778,hdf5_size_preflight_ok,0.237916,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_71/holding/spliced_blc0001020304050607_guppi_57710_60502_HIP85699_0003.gpuspec.0002.h5
HIP85819,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 85819; HIP85819,263.044167,55.184167,hdf5_size_preflight_ok,0.238082,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_51/holding/spliced_blc0001020304050607_guppi_57683_68810_HIP85819_0009.gpuspec.0002.h5
HIP85829,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 85829; HIP85829,263.066667,55.172778,hdf5_size_preflight_ok,0.238282,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_51/holding/spliced_blc0001020304050607_guppi_57683_70923_HIP85829_0015.gpuspec.0002.h5
HIP85922,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 85922; HIP85922,263.374167,-5.744722,hdf5_size_preflight_ok,0.269204,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_76/holding/spliced_blc0001020304050607_guppi_57907_30648_HIP85922_0020.gpuspec.0002.h5
HIP87108,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 87108; HIP87108,266.973333,2.707222,hdf5_size_preflight_ok,0.268665,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_76/holding/spliced_blc0001020304050607_guppi_57907_32660_HIP87108_0026.gpuspec.0002.h5
HIP88771,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 88771; HIP88771,271.8375,9.563611,hdf5_size_preflight_ok,0.26884,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_01/holding/spliced_blc0001020304050607_guppi_57790_59757_HIP88771_0019.gpuspec.0002.h5
HIP91926,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 91926; HIP91926,281.095,39.6125,hdf5_size_preflight_ok,0.120103,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT16B_999_100/holding/spliced_blc0001020304050607_guppi_57748_70682_HIP91926_0020.gpuspec.0002.h5
HIP91971,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 91971; HIP91971,281.193333,37.605,hdf5_size_preflight_ok,0.269625,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_25/holding/spliced_blc0001020304050607_guppi_57826_47098_HIP91971_0008.gpuspec.0002.h5
HIP92161,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 92161; HIP92161,281.755417,18.181389,hdf5_size_preflight_ok,0.269526,new_parameter_space,2.75,1.25,0,3,2.5,1,3,2.75,0,0.08,16.25,0.542,background_priority_v0,raw_download_approval_required,Current BL HDF5 URL passed HEAD-only size preflight. Raw download still requires explicit operator approval and storage-reserve check.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_size_preflight_ok,0.463,https://bldata.berkeley.edu/pipeline/AGBT17A_999_25/holding/spliced_blc0001020304050607_guppi_57826_53681_HIP92161_0026.gpuspec.0002.h5
