target_id,project,source,catalog_ids,ra_deg,dec_deg,data_products_available,estimated_download_gb,search_category,scientific_novelty,prior_significance,followup_leverage,data_quality,method_advantage,publication_value,community_integration,new_followup_balance,storage_cost_penalty,prior_review_adjustment,total_priority,target_selection_score,priority_config_version,status,notes,citations,local_coverage_status,background_target_priority_score,source_hdf5_url
HIP69665,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69665; HIP69665,213.87199,79.999115,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69684,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69684; HIP69684,213.960701,10.299887,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69731,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69731; HIP69731,214.094459,7.962314,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69743,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69743; HIP69743,214.121092,26.628911,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP6975,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 6975; HIP6975,22.452722,23.690442,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69775,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69775; HIP69775,214.206027,-5.644036,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69776,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69776; HIP69776,214.219598,26.365862,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69827,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69827; HIP69827,214.361942,66.279107,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69831,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69831; HIP69831,214.374722,17.372535,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP6984,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 6984; HIP6984,22.473728,-5.595894,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69851,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69851; HIP69851,214.430242,3.732936,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69855,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69855; HIP69855,214.440421,68.752026,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69862,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69862; HIP69862,214.454997,48.002004,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69866,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69866; HIP69866,214.459516,-1.079134,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69876,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69876; HIP69876,214.491578,39.912673,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69878,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69878; HIP69878,214.496543,37.65839,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69886,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69886; HIP69886,214.533964,26.795401,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69893,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69893; HIP69893,214.551037,12.741417,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69919,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69919; HIP69919,214.631276,46.089412,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69933,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69933; HIP69933,214.671605,-7.013697,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP69963,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 69963; HIP69963,214.746009,38.640647,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70029,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70029; HIP70029,214.948911,38.79405,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70049,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70049; HIP70049,215.033933,-11.058414,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70068,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70068; HIP70068,215.076647,54.505203,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70088,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70088; HIP70088,215.134826,54.676827,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70109,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70109; HIP70109,215.189327,40.717447,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70121,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70121; HIP70121,215.211372,36.392389,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70122,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70122; HIP70122,215.220842,18.017319,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70127,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70127; HIP70127,215.237892,33.290376,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70142,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70142; HIP70142,215.286912,37.401027,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70144,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70144; HIP70144,215.28869,65.363467,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70153,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70153; HIP70153,215.317279,-11.398516,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70156,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70156; HIP70156,215.321603,-5.831638,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70181,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70181; HIP70181,215.384627,12.765489,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70183,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70183; HIP70183,215.386717,-10.37115,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70216,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70216; HIP70216,215.483914,12.490308,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP7023,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 7023; HIP7023,22.627223,-14.073333,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70230,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70230; HIP70230,215.518702,31.872873,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70235,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70235; HIP70235,215.557975,35.648816,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70240,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70240; HIP70240,215.573821,41.450598,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70253,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70253; HIP70253,215.622984,55.870115,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70255,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70255; HIP70255,215.624432,65.586241,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70297,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70297; HIP70297,215.749301,39.010503,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70298,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70298; HIP70298,215.754981,17.109267,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70302,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70302; HIP70302,215.76238,-8.944669,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70322,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70322; HIP70322,215.826245,11.656209,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70334,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70334; HIP70334,215.852767,36.859563,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70341,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70341; HIP70341,215.867639,36.250048,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70353,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70353; HIP70353,215.919832,32.383001,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70384,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70384; HIP70384,216.003659,8.243968,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70386,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70386; HIP70386,216.024026,11.246969,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP7043,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 7043; HIP7043,22.703534,14.791483,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
HIP70434,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 70434; HIP70434,216.128171,-14.79068,requires_product_metadata_discovery,,new_parameter_space,3,0.75,0,1.75,2.5,1,3,3,0,0.08,15,0.48,background_priority_v0,queued_metadata_discovery,"Metadata-first queue row. Raw download not authorized until product metadata supplies product type, size, cadence, URI, and storage estimate.",docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_by_project,0.4,
