# -------------------------- o --------------------------
# File ID: spliced_blc0001020304050607_guppi_57752_84766_HIP99759_0038.gpuspec.0002.h5 
# -------------------------- o --------------------------
# Source:HIP99759
# MJD: 57752.981087962966	RA: 20h14m26.081s	DEC: 80d31m54.721s
# DELTAT:   1.073742	DELTAF(Hz): -2861.022949	max_drift_rate:  10.000000	obs_length: 293.131518
# --------------------------
# Top_Hit_# 	Drift_Rate 	SNR 	Uncorrected_Frequency 	Corrected_Frequency 	Index 	freq_start 	freq_end 	SEFD 	SEFD_freq 	Coarse_Channel_Number 	Full_number_of_hits 	
# --------------------------
000001	  5.214355	 18.068956	   1910.016060	   1910.016060	561	   1910.027504	   1910.007477	0.0	      0.000000	5	4	
000002	 -5.214355	 13.234470	   1699.999809	   1699.999809	239	   1700.011253	   1699.991226	0.0	      0.000000	77	1	
000003	 -5.214355	 16.874861	   1626.414299	   1626.414299	359	   1626.425743	   1626.405716	0.0	      0.000000	102	14	
000004	 -5.214355	 10.062181	   1626.131058	   1626.131058	458	   1626.142502	   1626.122475	0.0	      0.000000	102	14	
000005	 -5.214355	 27.780142	   1626.082420	   1626.082420	475	   1626.093864	   1626.073837	0.0	      0.000000	102	14	
000006	  5.214355	 12.558187	   1624.823570	   1624.823570	915	   1624.835014	   1624.814987	0.0	      0.000000	102	14	
000007	  5.214355	 10.369068	   1622.669220	   1622.669220	644	   1622.680664	   1622.660637	0.0	      0.000000	103	1	
000008	  5.214355	 12.922730	   1558.053017	   1558.053017	701	   1558.064461	   1558.044434	0.0	      0.000000	125	1	
000009	 -5.214355	 32.142620	   1556.911469	   1556.911469	76	   1556.922913	   1556.902885	0.0	      0.000000	126	17	
000010	 -5.214355	 42.526245	   1556.897163	   1556.897163	81	   1556.908607	   1556.888580	0.0	      0.000000	126	17	
000011	 -5.214355	 22.652208	   1556.831360	   1556.831360	104	   1556.842804	   1556.822777	0.0	      0.000000	126	17	
000012	 -5.214355	 84.742302	   1556.324959	   1556.324959	281	   1556.336403	   1556.316376	0.0	      0.000000	126	17	
000013	 -5.214355	 55.484787	   1555.758476	   1555.758476	479	   1555.769920	   1555.749893	0.0	      0.000000	126	17	
000014	  5.214355	 41.742615	   1555.558205	   1555.558205	549	   1555.569649	   1555.549622	0.0	      0.000000	126	17	
000015	  5.214355	 23.475948	   1555.532455	   1555.532455	558	   1555.543900	   1555.523872	0.0	      0.000000	126	17	
000016	 -5.214355	 22.756598	   1553.283691	   1553.283691	320	   1553.295135	   1553.275108	0.0	      0.000000	127	1	
000017	 -5.214355	 25.677011	   1550.202370	   1550.202370	373	   1550.213814	   1550.193787	0.0	      0.000000	128	1	
000018	  5.214355	 13.011781	   1539.902687	   1539.902687	901	   1539.914131	   1539.894104	0.0	      0.000000	131	1	
000019	 -5.214355	 10.121051	   1532.847404	   1532.847404	295	   1532.858849	   1532.838821	0.0	      0.000000	134	2	
000020	 -5.214355	 12.400904	   1532.824516	   1532.824516	303	   1532.835960	   1532.815933	0.0	      0.000000	134	2	
000021	  5.214355	 17.378998	   1124.985695	   1124.985695	517	   1124.997139	   1124.977112	0.0	      0.000000	273	1	
000022	  5.214355	 10.304521	   1091.382980	   1091.382980	998	   1091.394424	   1091.374397	0.0	      0.000000	284	3	
000023	 -5.214355	 42.578613	   1090.015411	   1090.015411	452	   1090.026855	   1090.006828	0.0	      0.000000	285	19	
000024	 -5.214355	 37.739048	   1090.001106	   1090.001106	457	   1090.012550	   1089.992523	0.0	      0.000000	285	19	
